No.,Insurance undertaking,category,value,Tabelle,year
126,DONAU Versicherung AG VIG,Technical provisions!Prov. for unearned premiums!Gross amount,66954000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
128,GENERALI Versicherung AG,Technical provisions!Prov. for unearned premiums!Gross amount,141257000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
129,NIEDERÖSTERREICHISCHE Vers. AG,Technical provisions!Prov. for unearned premiums!Gross amount,53768000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
131,EUROPÄISCHE Vers. AG,Technical provisions!Prov. for unearned premiums!Gross amount,12568000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
132,Credendo - Single Risk Ins. AG,Technical provisions!Prov. for unearned premiums!Gross amount,7303000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
135,GRAWE Versicherung AG,Technical provisions!Prov. for unearned premiums!Gross amount,62464000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
141,Kärntner Landes V.a.G.,Technical provisions!Prov. for unearned premiums!Gross amount,6970000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
142,ZÜRICH Versicherungs-AG,Technical provisions!Prov. for unearned premiums!Gross amount,54532000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
144,UNIQA Insurance Group AG,Technical provisions!Prov. for unearned premiums!Gross amount,2301000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
145,MERKUR Versicherung AG,Technical provisions!Prov. for unearned premiums!Gross amount,2626000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
148,Acredia Versicherung AG,Technical provisions!Prov. for unearned premiums!Gross amount,2089000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
150,ÖBV V.a.G.,Technical provisions!Prov. for unearned premiums!Gross amount,281000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
151,HAGEL V.a.G.,Technical provisions!Prov. for unearned premiums!Gross amount,2160000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
154,PORSCHE Versicherung AG,Technical provisions!Prov. for unearned premiums!Gross amount,7056000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
159,TIROLER VERSICHERUNG V.a.G. ,Technical provisions!Prov. for unearned premiums!Gross amount,16772000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
161,VAV Versicherungs-AG,Technical provisions!Prov. for unearned premiums!Gross amount,15539000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
164,HDI Versicherung AG,Technical provisions!Prov. for unearned premiums!Gross amount,32732000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
165,ERGO Versicherung AG,Technical provisions!Prov. for unearned premiums!Gross amount,10268000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
167,VORARLBERGER V.a.G.,Technical provisions!Prov. for unearned premiums!Gross amount,8528000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
169,OBERÖSTERREICHISCHE Vers. AG,Technical provisions!Prov. for unearned premiums!Gross amount,45309000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
171,Allianz Versicherung AG,Technical provisions!Prov. for unearned premiums!Gross amount,117252000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
173,WIENER STÄDTISCHE Vers. AG,Technical provisions!Prov. for unearned premiums!Gross amount,101669000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
174,VIG VIENNA INSURANCE GROUP AG,Technical provisions!Prov. for unearned premiums!Gross amount,96430000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
176,WÜSTENROT Vers. AG,Technical provisions!Prov. for unearned premiums!Gross amount,21889000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
138,"HELVETIA, ZNL AT",Technical provisions!Prov. for unearned premiums!Gross amount,753000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
101,MUKI V.a.G.,Technical provisions!Prov. for unearned premiums!Reinsurance amount,5786000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
113,SK Versicherung AG,Technical provisions!Prov. for unearned premiums!Reinsurance amount,0,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
116,UNIQA Österreich Vers. AG,Technical provisions!Prov. for unearned premiums!Reinsurance amount,54088000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
123,Helvetia Versicherungen AG,Technical provisions!Prov. for unearned premiums!Reinsurance amount,-49000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
124,D.A.S. Rechtsschutz AG,Technical provisions!Prov. for unearned premiums!Reinsurance amount,0,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
126,DONAU Versicherung AG VIG,Technical provisions!Prov. for unearned premiums!Reinsurance amount,1206000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
128,GENERALI Versicherung AG,Technical provisions!Prov. for unearned premiums!Reinsurance amount,-407000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
129,NIEDERÖSTERREICHISCHE Vers. AG,Technical provisions!Prov. for unearned premiums!Reinsurance amount,0,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
131,EUROPÄISCHE Vers. AG,Technical provisions!Prov. for unearned premiums!Reinsurance amount,6176000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
132,Credendo - Single Risk Ins. AG,Technical provisions!Prov. for unearned premiums!Reinsurance amount,3159000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
135,GRAWE Versicherung AG,Technical provisions!Prov. for unearned premiums!Reinsurance amount,7760000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
141,Kärntner Landes V.a.G.,Technical provisions!Prov. for unearned premiums!Reinsurance amount,2304000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
142,ZÜRICH Versicherungs-AG,Technical provisions!Prov. for unearned premiums!Reinsurance amount,30743000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
144,UNIQA Insurance Group AG,Technical provisions!Prov. for unearned premiums!Reinsurance amount,1175000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
145,MERKUR Versicherung AG,Technical provisions!Prov. for unearned premiums!Reinsurance amount,645000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
148,Acredia Versicherung AG,Technical provisions!Prov. for unearned premiums!Reinsurance amount,1050000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
150,ÖBV V.a.G.,Technical provisions!Prov. for unearned premiums!Reinsurance amount,0,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
151,HAGEL V.a.G.,Technical provisions!Prov. for unearned premiums!Reinsurance amount,0,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
154,PORSCHE Versicherung AG,Technical provisions!Prov. for unearned premiums!Reinsurance amount,0,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
159,TIROLER VERSICHERUNG V.a.G. ,Technical provisions!Prov. for unearned premiums!Reinsurance amount,3484000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
161,VAV Versicherungs-AG,Technical provisions!Prov. for unearned premiums!Reinsurance amount,0,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
164,HDI Versicherung AG,Technical provisions!Prov. for unearned premiums!Reinsurance amount,8283000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
165,ERGO Versicherung AG,Technical provisions!Prov. for unearned premiums!Reinsurance amount,1397000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
167,VORARLBERGER V.a.G.,Technical provisions!Prov. for unearned premiums!Reinsurance amount,2307000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
169,OBERÖSTERREICHISCHE Vers. AG,Technical provisions!Prov. for unearned premiums!Reinsurance amount,2586000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
171,Allianz Versicherung AG,Technical provisions!Prov. for unearned premiums!Reinsurance amount,18327000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
173,WIENER STÄDTISCHE Vers. AG,Technical provisions!Prov. for unearned premiums!Reinsurance amount,6565000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
174,VIG VIENNA INSURANCE GROUP AG,Technical provisions!Prov. for unearned premiums!Reinsurance amount,1215000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
176,WÜSTENROT Vers. AG,Technical provisions!Prov. for unearned premiums!Reinsurance amount,3043000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
138,"HELVETIA, ZNL AT",Technical provisions!Prov. for unearned premiums!Reinsurance amount,17000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
101,MUKI V.a.G.,Technical provisions!Life assurance provision!Gross amount,0,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
113,SK Versicherung AG,Technical provisions!Life assurance provision!Gross amount,0,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
116,UNIQA Österreich Vers. AG,Technical provisions!Life assurance provision!Gross amount,505000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
123,Helvetia Versicherungen AG,Technical provisions!Life assurance provision!Gross amount,0,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
124,D.A.S. Rechtsschutz AG,Technical provisions!Life assurance provision!Gross amount,0,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
126,DONAU Versicherung AG VIG,Technical provisions!Life assurance provision!Gross amount,0,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
128,GENERALI Versicherung AG,Technical provisions!Life assurance provision!Gross amount,94000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
129,NIEDERÖSTERREICHISCHE Vers. AG,Technical provisions!Life assurance provision!Gross amount,0,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
131,EUROPÄISCHE Vers. AG,Technical provisions!Life assurance provision!Gross amount,0,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
132,Credendo - Single Risk Ins. AG,Technical provisions!Life assurance provision!Gross amount,0,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
135,GRAWE Versicherung AG,Technical provisions!Life assurance provision!Gross amount,0,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
141,Kärntner Landes V.a.G.,Technical provisions!Life assurance provision!Gross amount,0,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
142,ZÜRICH Versicherungs-AG,Technical provisions!Life assurance provision!Gross amount,0,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
144,UNIQA Insurance Group AG,Technical provisions!Life assurance provision!Gross amount,221411000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
145,MERKUR Versicherung AG,Technical provisions!Life assurance provision!Gross amount,0,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
148,Acredia Versicherung AG,Technical provisions!Life assurance provision!Gross amount,0,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
150,ÖBV V.a.G.,Technical provisions!Life assurance provision!Gross amount,0,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
151,HAGEL V.a.G.,Technical provisions!Life assurance provision!Gross amount,0,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
154,PORSCHE Versicherung AG,Technical provisions!Life assurance provision!Gross amount,0,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
159,TIROLER VERSICHERUNG V.a.G. ,Technical provisions!Life assurance provision!Gross amount,0,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
161,VAV Versicherungs-AG,Technical provisions!Life assurance provision!Gross amount,0,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
164,HDI Versicherung AG,Technical provisions!Life assurance provision!Gross amount,0,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
165,ERGO Versicherung AG,Technical provisions!Life assurance provision!Gross amount,0,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
167,VORARLBERGER V.a.G.,Technical provisions!Life assurance provision!Gross amount,0,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
169,OBERÖSTERREICHISCHE Vers. AG,Technical provisions!Life assurance provision!Gross amount,0,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
171,Allianz Versicherung AG,Technical provisions!Life assurance provision!Gross amount,0,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
173,WIENER STÄDTISCHE Vers. AG,Technical provisions!Life assurance provision!Gross amount,0,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
174,VIG VIENNA INSURANCE GROUP AG,Technical provisions!Life assurance provision!Gross amount,0,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
176,WÜSTENROT Vers. AG,Technical provisions!Life assurance provision!Gross amount,0,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
138,"HELVETIA, ZNL AT",Technical provisions!Life assurance provision!Gross amount,0,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
101,MUKI V.a.G.,Technical provisions!Life assurance provision!Reinsurance amount,0,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
113,SK Versicherung AG,Technical provisions!Life assurance provision!Reinsurance amount,0,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
116,UNIQA Österreich Vers. AG,Technical provisions!Life assurance provision!Reinsurance amount,0,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
123,Helvetia Versicherungen AG,Technical provisions!Life assurance provision!Reinsurance amount,0,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
124,D.A.S. Rechtsschutz AG,Technical provisions!Life assurance provision!Reinsurance amount,0,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
126,DONAU Versicherung AG VIG,Technical provisions!Life assurance provision!Reinsurance amount,0,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
128,GENERALI Versicherung AG,Technical provisions!Life assurance provision!Reinsurance amount,0,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
129,NIEDERÖSTERREICHISCHE Vers. AG,Technical provisions!Life assurance provision!Reinsurance amount,0,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
131,EUROPÄISCHE Vers. AG,Technical provisions!Life assurance provision!Reinsurance amount,0,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
132,Credendo - Single Risk Ins. AG,Technical provisions!Life assurance provision!Reinsurance amount,0,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
135,GRAWE Versicherung AG,Technical provisions!Life assurance provision!Reinsurance amount,0,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
141,Kärntner Landes V.a.G.,Technical provisions!Life assurance provision!Reinsurance amount,0,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
142,ZÜRICH Versicherungs-AG,Technical provisions!Life assurance provision!Reinsurance amount,0,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
144,UNIQA Insurance Group AG,Technical provisions!Life assurance provision!Reinsurance amount,117598000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
145,MERKUR Versicherung AG,Technical provisions!Life assurance provision!Reinsurance amount,0,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
148,Acredia Versicherung AG,Technical provisions!Life assurance provision!Reinsurance amount,0,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
150,ÖBV V.a.G.,Technical provisions!Life assurance provision!Reinsurance amount,0,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
151,HAGEL V.a.G.,Technical provisions!Life assurance provision!Reinsurance amount,0,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
154,PORSCHE Versicherung AG,Technical provisions!Life assurance provision!Reinsurance amount,0,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
159,TIROLER VERSICHERUNG V.a.G. ,Technical provisions!Life assurance provision!Reinsurance amount,0,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
161,VAV Versicherungs-AG,Technical provisions!Life assurance provision!Reinsurance amount,0,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
164,HDI Versicherung AG,Technical provisions!Life assurance provision!Reinsurance amount,0,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
165,ERGO Versicherung AG,Technical provisions!Life assurance provision!Reinsurance amount,0,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
167,VORARLBERGER V.a.G.,Technical provisions!Life assurance provision!Reinsurance amount,0,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
169,OBERÖSTERREICHISCHE Vers. AG,Technical provisions!Life assurance provision!Reinsurance amount,0,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
171,Allianz Versicherung AG,Technical provisions!Life assurance provision!Reinsurance amount,0,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
173,WIENER STÄDTISCHE Vers. AG,Technical provisions!Life assurance provision!Reinsurance amount,0,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
174,VIG VIENNA INSURANCE GROUP AG,Technical provisions!Life assurance provision!Reinsurance amount,0,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
176,WÜSTENROT Vers. AG,Technical provisions!Life assurance provision!Reinsurance amount,0,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
138,"HELVETIA, ZNL AT",Technical provisions!Life assurance provision!Reinsurance amount,0,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
101,MUKI V.a.G.,Technical provisions!Claims outstanding!Gross amount,43032000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
113,SK Versicherung AG,Technical provisions!Claims outstanding!Gross amount,22494000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
116,UNIQA Österreich Vers. AG,Technical provisions!Claims outstanding!Gross amount,2036716000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
123,Helvetia Versicherungen AG,Technical provisions!Claims outstanding!Gross amount,249806000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
124,D.A.S. Rechtsschutz AG,Technical provisions!Claims outstanding!Gross amount,101920000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
126,DONAU Versicherung AG VIG,Technical provisions!Claims outstanding!Gross amount,690306000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
128,GENERALI Versicherung AG,Technical provisions!Claims outstanding!Gross amount,2008678000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
129,NIEDERÖSTERREICHISCHE Vers. AG,Technical provisions!Claims outstanding!Gross amount,333549000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
131,EUROPÄISCHE Vers. AG,Technical provisions!Claims outstanding!Gross amount,16999000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
132,Credendo - Single Risk Ins. AG,Technical provisions!Claims outstanding!Gross amount,8773000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
135,GRAWE Versicherung AG,Technical provisions!Claims outstanding!Gross amount,821374000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
141,Kärntner Landes V.a.G.,Technical provisions!Claims outstanding!Gross amount,92702000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
142,ZÜRICH Versicherungs-AG,Technical provisions!Claims outstanding!Gross amount,545380000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
144,UNIQA Insurance Group AG,Technical provisions!Claims outstanding!Gross amount,38969000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
145,MERKUR Versicherung AG,Technical provisions!Claims outstanding!Gross amount,50176000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
148,Acredia Versicherung AG,Technical provisions!Claims outstanding!Gross amount,24283000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
150,ÖBV V.a.G.,Technical provisions!Claims outstanding!Gross amount,21142000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
151,HAGEL V.a.G.,Technical provisions!Claims outstanding!Gross amount,1854000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
154,PORSCHE Versicherung AG,Technical provisions!Claims outstanding!Gross amount,19496000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
159,TIROLER VERSICHERUNG V.a.G. ,Technical provisions!Claims outstanding!Gross amount,107740000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
161,VAV Versicherungs-AG,Technical provisions!Claims outstanding!Gross amount,104745000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
164,HDI Versicherung AG,Technical provisions!Claims outstanding!Gross amount,548032000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
165,ERGO Versicherung AG,Technical provisions!Claims outstanding!Gross amount,111917000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
167,VORARLBERGER V.a.G.,Technical provisions!Claims outstanding!Gross amount,116023000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
169,OBERÖSTERREICHISCHE Vers. AG,Technical provisions!Claims outstanding!Gross amount,393287000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
171,Allianz Versicherung AG,Technical provisions!Claims outstanding!Gross amount,1120697000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
173,WIENER STÄDTISCHE Vers. AG,Technical provisions!Claims outstanding!Gross amount,1441837000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
174,VIG VIENNA INSURANCE GROUP AG,Technical provisions!Claims outstanding!Gross amount,1204949000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
176,WÜSTENROT Vers. AG,Technical provisions!Claims outstanding!Gross amount,328264000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
138,"HELVETIA, ZNL AT",Technical provisions!Claims outstanding!Gross amount,10400000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
101,MUKI V.a.G.,Technical provisions!Claims outstanding!Reinsurance amount,20210000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
113,SK Versicherung AG,Technical provisions!Claims outstanding!Reinsurance amount,18048000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
116,UNIQA Österreich Vers. AG,Technical provisions!Claims outstanding!Reinsurance amount,896617000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
123,Helvetia Versicherungen AG,Technical provisions!Claims outstanding!Reinsurance amount,29189000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
124,D.A.S. Rechtsschutz AG,Technical provisions!Claims outstanding!Reinsurance amount,0,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
126,DONAU Versicherung AG VIG,Technical provisions!Claims outstanding!Reinsurance amount,203981000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
128,GENERALI Versicherung AG,Technical provisions!Claims outstanding!Reinsurance amount,212792000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
129,NIEDERÖSTERREICHISCHE Vers. AG,Technical provisions!Claims outstanding!Reinsurance amount,33032000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
131,EUROPÄISCHE Vers. AG,Technical provisions!Claims outstanding!Reinsurance amount,8742000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
132,Credendo - Single Risk Ins. AG,Technical provisions!Claims outstanding!Reinsurance amount,6564000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
135,GRAWE Versicherung AG,Technical provisions!Claims outstanding!Reinsurance amount,94035000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
141,Kärntner Landes V.a.G.,Technical provisions!Claims outstanding!Reinsurance amount,46662000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
142,ZÜRICH Versicherungs-AG,Technical provisions!Claims outstanding!Reinsurance amount,275767000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
144,UNIQA Insurance Group AG,Technical provisions!Claims outstanding!Reinsurance amount,27898000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
145,MERKUR Versicherung AG,Technical provisions!Claims outstanding!Reinsurance amount,9146000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
148,Acredia Versicherung AG,Technical provisions!Claims outstanding!Reinsurance amount,14070000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
150,ÖBV V.a.G.,Technical provisions!Claims outstanding!Reinsurance amount,1444000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
151,HAGEL V.a.G.,Technical provisions!Claims outstanding!Reinsurance amount,0,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
154,PORSCHE Versicherung AG,Technical provisions!Claims outstanding!Reinsurance amount,567000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
159,TIROLER VERSICHERUNG V.a.G. ,Technical provisions!Claims outstanding!Reinsurance amount,41441000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
161,VAV Versicherungs-AG,Technical provisions!Claims outstanding!Reinsurance amount,6061000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
164,HDI Versicherung AG,Technical provisions!Claims outstanding!Reinsurance amount,363806000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
165,ERGO Versicherung AG,Technical provisions!Claims outstanding!Reinsurance amount,27998000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
167,VORARLBERGER V.a.G.,Technical provisions!Claims outstanding!Reinsurance amount,54416000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
169,OBERÖSTERREICHISCHE Vers. AG,Technical provisions!Claims outstanding!Reinsurance amount,91879000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
171,Allianz Versicherung AG,Technical provisions!Claims outstanding!Reinsurance amount,177369000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
173,WIENER STÄDTISCHE Vers. AG,Technical provisions!Claims outstanding!Reinsurance amount,545677000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
174,VIG VIENNA INSURANCE GROUP AG,Technical provisions!Claims outstanding!Reinsurance amount,79244000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
176,WÜSTENROT Vers. AG,Technical provisions!Claims outstanding!Reinsurance amount,112770000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
138,"HELVETIA, ZNL AT",Technical provisions!Claims outstanding!Reinsurance amount,1854000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
101,MUKI V.a.G.,Technical provisions!Prov. for rebates!Gross amount,0,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
113,SK Versicherung AG,Technical provisions!Prov. for rebates!Gross amount,5000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
116,UNIQA Österreich Vers. AG,Technical provisions!Prov. for rebates!Gross amount,27292000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2018
