No.,Insurance undertaking,category,value,Tabelle,year
132,Credendo - Single Risk Ins. AG,"Own shares, securities concerning own subordinated capital; Not applicable by January 1, 2016 due to a change in national law",0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
135,GRAWE Versicherung AG,"Own shares, securities concerning own subordinated capital; Not applicable by January 1, 2016 due to a change in national law",0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
141,Kärntner Landes V.a.G.,"Own shares, securities concerning own subordinated capital; Not applicable by January 1, 2016 due to a change in national law",0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
142,ZÜRICH Versicherungs-AG,"Own shares, securities concerning own subordinated capital; Not applicable by January 1, 2016 due to a change in national law",0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
144,UNIQA Insurance Group AG,"Own shares, securities concerning own subordinated capital; Not applicable by January 1, 2016 due to a change in national law",0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
145,MERKUR Versicherung AG,"Own shares, securities concerning own subordinated capital; Not applicable by January 1, 2016 due to a change in national law",0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
148,Acredia Versicherung AG,"Own shares, securities concerning own subordinated capital; Not applicable by January 1, 2016 due to a change in national law",0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
150,ÖBV V.a.G.,"Own shares, securities concerning own subordinated capital; Not applicable by January 1, 2016 due to a change in national law",0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
151,HAGEL V.a.G.,"Own shares, securities concerning own subordinated capital; Not applicable by January 1, 2016 due to a change in national law",0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
154,PORSCHE Versicherung AG,"Own shares, securities concerning own subordinated capital; Not applicable by January 1, 2016 due to a change in national law",0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
159,TIROLER VERSICHERUNG V.a.G. ,"Own shares, securities concerning own subordinated capital; Not applicable by January 1, 2016 due to a change in national law",0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
161,VAV Versicherungs-AG,"Own shares, securities concerning own subordinated capital; Not applicable by January 1, 2016 due to a change in national law",0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
164,HDI Versicherung AG,"Own shares, securities concerning own subordinated capital; Not applicable by January 1, 2016 due to a change in national law",0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
165,ERGO Versicherung AG,"Own shares, securities concerning own subordinated capital; Not applicable by January 1, 2016 due to a change in national law",0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
167,VORARLBERGER V.a.G.,"Own shares, securities concerning own subordinated capital; Not applicable by January 1, 2016 due to a change in national law",0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
169,OBERÖSTERREICHISCHE Vers. AG,"Own shares, securities concerning own subordinated capital; Not applicable by January 1, 2016 due to a change in national law",0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
171,Allianz Versicherung AG,"Own shares, securities concerning own subordinated capital; Not applicable by January 1, 2016 due to a change in national law",0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
173,WIENER STÄDTISCHE Vers. AG,"Own shares, securities concerning own subordinated capital; Not applicable by January 1, 2016 due to a change in national law",0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
174,VIG VIENNA INSURANCE GROUP AG,"Own shares, securities concerning own subordinated capital; Not applicable by January 1, 2016 due to a change in national law",0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
176,WÜSTENROT Vers. AG,"Own shares, securities concerning own subordinated capital; Not applicable by January 1, 2016 due to a change in national law",0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
138,"HELVETIA, ZNL AT","Own shares, securities concerning own subordinated capital; Not applicable by January 1, 2016 due to a change in national law",0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
101,MUKI V.a.G.,Other assets,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
104,RVV Rückversicherungsverein ,Other assets,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
113,SK Versicherung AG,Other assets,3000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
116,UNIQA Österreich Vers. AG,Other assets,9994000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
123,Helvetia Versicherungen AG,Other assets,709000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
124,D.A.S. Rechtsschutz AG,Other assets,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
126,DONAU Versicherung AG VIG,Other assets,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
127,SPARKASSEN Vers. AG VIG,Other assets,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
128,GENERALI Versicherung AG,Other assets,581000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
129,NIEDERÖSTERREICHISCHE Vers. AG,Other assets,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
131,EUROPÄISCHE Vers. AG,Other assets,232000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
132,Credendo - Single Risk Ins. AG,Other assets,66000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
135,GRAWE Versicherung AG,Other assets,55000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
141,Kärntner Landes V.a.G.,Other assets,101000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
142,ZÜRICH Versicherungs-AG,Other assets,3803000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
144,UNIQA Insurance Group AG,Other assets,6616000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
145,MERKUR Versicherung AG,Other assets,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
148,Acredia Versicherung AG,Other assets,10153000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
150,ÖBV V.a.G.,Other assets,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
151,HAGEL V.a.G.,Other assets,35000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
154,PORSCHE Versicherung AG,Other assets,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
159,TIROLER VERSICHERUNG V.a.G. ,Other assets,97000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
161,VAV Versicherungs-AG,Other assets,1190000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
164,HDI Versicherung AG,Other assets,1021000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
165,ERGO Versicherung AG,Other assets,4000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
167,VORARLBERGER V.a.G.,Other assets,240000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
169,OBERÖSTERREICHISCHE Vers. AG,Other assets,1454000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
171,Allianz Versicherung AG,Other assets,7990000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
173,WIENER STÄDTISCHE Vers. AG,Other assets,16003000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
174,VIG VIENNA INSURANCE GROUP AG,Other assets,310519000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
176,WÜSTENROT Vers. AG,Other assets,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
138,"HELVETIA, ZNL AT",Other assets,10000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
101,MUKI V.a.G.,Transactions with the head office,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
104,RVV Rückversicherungsverein ,Transactions with the head office,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
113,SK Versicherung AG,Transactions with the head office,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
116,UNIQA Österreich Vers. AG,Transactions with the head office,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
123,Helvetia Versicherungen AG,Transactions with the head office,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
124,D.A.S. Rechtsschutz AG,Transactions with the head office,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
126,DONAU Versicherung AG VIG,Transactions with the head office,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
127,SPARKASSEN Vers. AG VIG,Transactions with the head office,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
128,GENERALI Versicherung AG,Transactions with the head office,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
129,NIEDERÖSTERREICHISCHE Vers. AG,Transactions with the head office,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
131,EUROPÄISCHE Vers. AG,Transactions with the head office,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
132,Credendo - Single Risk Ins. AG,Transactions with the head office,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
135,GRAWE Versicherung AG,Transactions with the head office,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
141,Kärntner Landes V.a.G.,Transactions with the head office,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
142,ZÜRICH Versicherungs-AG,Transactions with the head office,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
144,UNIQA Insurance Group AG,Transactions with the head office,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
145,MERKUR Versicherung AG,Transactions with the head office,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
148,Acredia Versicherung AG,Transactions with the head office,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
150,ÖBV V.a.G.,Transactions with the head office,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
151,HAGEL V.a.G.,Transactions with the head office,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
154,PORSCHE Versicherung AG,Transactions with the head office,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
159,TIROLER VERSICHERUNG V.a.G. ,Transactions with the head office,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
161,VAV Versicherungs-AG,Transactions with the head office,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
164,HDI Versicherung AG,Transactions with the head office,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
165,ERGO Versicherung AG,Transactions with the head office,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
167,VORARLBERGER V.a.G.,Transactions with the head office,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
169,OBERÖSTERREICHISCHE Vers. AG,Transactions with the head office,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
171,Allianz Versicherung AG,Transactions with the head office,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
173,WIENER STÄDTISCHE Vers. AG,Transactions with the head office,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
174,VIG VIENNA INSURANCE GROUP AG,Transactions with the head office,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
176,WÜSTENROT Vers. AG,Transactions with the head office,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
138,"HELVETIA, ZNL AT",Transactions with the head office,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
101,MUKI V.a.G.,Prepayments and accrued income,23000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
104,RVV Rückversicherungsverein ,Prepayments and accrued income,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
113,SK Versicherung AG,Prepayments and accrued income,77000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
116,UNIQA Österreich Vers. AG,Prepayments and accrued income,2119000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
123,Helvetia Versicherungen AG,Prepayments and accrued income,2915000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
124,D.A.S. Rechtsschutz AG,Prepayments and accrued income,6138000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
126,DONAU Versicherung AG VIG,Prepayments and accrued income,6421000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
127,SPARKASSEN Vers. AG VIG,Prepayments and accrued income,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
128,GENERALI Versicherung AG,Prepayments and accrued income,18455000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
129,NIEDERÖSTERREICHISCHE Vers. AG,Prepayments and accrued income,2010000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
131,EUROPÄISCHE Vers. AG,Prepayments and accrued income,1532000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
132,Credendo - Single Risk Ins. AG,Prepayments and accrued income,74000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
135,GRAWE Versicherung AG,Prepayments and accrued income,2272000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
141,Kärntner Landes V.a.G.,Prepayments and accrued income,154000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
142,ZÜRICH Versicherungs-AG,Prepayments and accrued income,21965000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
144,UNIQA Insurance Group AG,Prepayments and accrued income,51107000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
145,MERKUR Versicherung AG,Prepayments and accrued income,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
148,Acredia Versicherung AG,Prepayments and accrued income,787000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
150,ÖBV V.a.G.,Prepayments and accrued income,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
151,HAGEL V.a.G.,Prepayments and accrued income,471000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
154,PORSCHE Versicherung AG,Prepayments and accrued income,8924000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
159,TIROLER VERSICHERUNG V.a.G. ,Prepayments and accrued income,779000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
161,VAV Versicherungs-AG,Prepayments and accrued income,568000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
164,HDI Versicherung AG,Prepayments and accrued income,760000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
165,ERGO Versicherung AG,Prepayments and accrued income,5992000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
167,VORARLBERGER V.a.G.,Prepayments and accrued income,1268000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
169,OBERÖSTERREICHISCHE Vers. AG,Prepayments and accrued income,1753000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
171,Allianz Versicherung AG,Prepayments and accrued income,6654000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
173,WIENER STÄDTISCHE Vers. AG,Prepayments and accrued income,16877000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
174,VIG VIENNA INSURANCE GROUP AG,Prepayments and accrued income,1409000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
176,WÜSTENROT Vers. AG,Prepayments and accrued income,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
138,"HELVETIA, ZNL AT",Prepayments and accrued income,34000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
101,MUKI V.a.G.,Deferred tax assets,348000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
104,RVV Rückversicherungsverein ,Deferred tax assets,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
113,SK Versicherung AG,Deferred tax assets,316000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
116,UNIQA Österreich Vers. AG,Deferred tax assets,38959000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
123,Helvetia Versicherungen AG,Deferred tax assets,17727000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
124,D.A.S. Rechtsschutz AG,Deferred tax assets,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
126,DONAU Versicherung AG VIG,Deferred tax assets,28095000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
127,SPARKASSEN Vers. AG VIG,Deferred tax assets,122000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
128,GENERALI Versicherung AG,Deferred tax assets,159551000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
129,NIEDERÖSTERREICHISCHE Vers. AG,Deferred tax assets,29188000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
131,EUROPÄISCHE Vers. AG,Deferred tax assets,1797000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
132,Credendo - Single Risk Ins. AG,Deferred tax assets,434000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
135,GRAWE Versicherung AG,Deferred tax assets,30073000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
141,Kärntner Landes V.a.G.,Deferred tax assets,1394000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
142,ZÜRICH Versicherungs-AG,Deferred tax assets,5986000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
144,UNIQA Insurance Group AG,Deferred tax assets,28932000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
145,MERKUR Versicherung AG,Deferred tax assets,2086000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
148,Acredia Versicherung AG,Deferred tax assets,3800000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
150,ÖBV V.a.G.,Deferred tax assets,627000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
151,HAGEL V.a.G.,Deferred tax assets,2123000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
154,PORSCHE Versicherung AG,Deferred tax assets,1253000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
159,TIROLER VERSICHERUNG V.a.G. ,Deferred tax assets,7700000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
161,VAV Versicherungs-AG,Deferred tax assets,5655000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
164,HDI Versicherung AG,Deferred tax assets,10358000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
165,ERGO Versicherung AG,Deferred tax assets,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
167,VORARLBERGER V.a.G.,Deferred tax assets,5021000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
169,OBERÖSTERREICHISCHE Vers. AG,Deferred tax assets,42171000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
171,Allianz Versicherung AG,Deferred tax assets,37308000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
173,WIENER STÄDTISCHE Vers. AG,Deferred tax assets,44915000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
174,VIG VIENNA INSURANCE GROUP AG,Deferred tax assets,3563000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
176,WÜSTENROT Vers. AG,Deferred tax assets,18496000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
138,"HELVETIA, ZNL AT",Deferred tax assets,313000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
101,MUKI V.a.G.,Transfers from other balance sheet divisions,12479000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
104,RVV Rückversicherungsverein ,Transfers from other balance sheet divisions,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
113,SK Versicherung AG,Transfers from other balance sheet divisions,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
116,UNIQA Österreich Vers. AG,Transfers from other balance sheet divisions,-117459000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
123,Helvetia Versicherungen AG,Transfers from other balance sheet divisions,101535000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
124,D.A.S. Rechtsschutz AG,Transfers from other balance sheet divisions,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
126,DONAU Versicherung AG VIG,Transfers from other balance sheet divisions,175025000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
127,SPARKASSEN Vers. AG VIG,Transfers from other balance sheet divisions,24362000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
128,GENERALI Versicherung AG,Transfers from other balance sheet divisions,-24560000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
129,NIEDERÖSTERREICHISCHE Vers. AG,Transfers from other balance sheet divisions,-35162000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
131,EUROPÄISCHE Vers. AG,Transfers from other balance sheet divisions,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
132,Credendo - Single Risk Ins. AG,Transfers from other balance sheet divisions,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
135,GRAWE Versicherung AG,Transfers from other balance sheet divisions,33975000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
141,Kärntner Landes V.a.G.,Transfers from other balance sheet divisions,-3732000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
142,ZÜRICH Versicherungs-AG,Transfers from other balance sheet divisions,41423000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
144,UNIQA Insurance Group AG,Transfers from other balance sheet divisions,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
145,MERKUR Versicherung AG,Transfers from other balance sheet divisions,492000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
148,Acredia Versicherung AG,Transfers from other balance sheet divisions,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
150,ÖBV V.a.G.,Transfers from other balance sheet divisions,10740000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
151,HAGEL V.a.G.,Transfers from other balance sheet divisions,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
154,PORSCHE Versicherung AG,Transfers from other balance sheet divisions,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
159,TIROLER VERSICHERUNG V.a.G. ,Transfers from other balance sheet divisions,-1806000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
161,VAV Versicherungs-AG,Transfers from other balance sheet divisions,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
164,HDI Versicherung AG,Transfers from other balance sheet divisions,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
165,ERGO Versicherung AG,Transfers from other balance sheet divisions,12773000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
167,VORARLBERGER V.a.G.,Transfers from other balance sheet divisions,-14748000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
169,OBERÖSTERREICHISCHE Vers. AG,Transfers from other balance sheet divisions,40424000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
171,Allianz Versicherung AG,Transfers from other balance sheet divisions,37657000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
173,WIENER STÄDTISCHE Vers. AG,Transfers from other balance sheet divisions,170016000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
174,VIG VIENNA INSURANCE GROUP AG,Transfers from other balance sheet divisions,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
176,WÜSTENROT Vers. AG,Transfers from other balance sheet divisions,-3083000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
138,"HELVETIA, ZNL AT",Transfers from other balance sheet divisions,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
101,MUKI V.a.G.,Total assets,52579000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
104,RVV Rückversicherungsverein ,Total assets,4704000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
113,SK Versicherung AG,Total assets,29627000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
116,UNIQA Österreich Vers. AG,Total assets,1694277000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
123,Helvetia Versicherungen AG,Total assets,481660000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
124,D.A.S. Rechtsschutz AG,Total assets,235403000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
126,DONAU Versicherung AG VIG,Total assets,1095228000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
127,SPARKASSEN Vers. AG VIG,Total assets,276971000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
128,GENERALI Versicherung AG,Total assets,4383235000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
129,NIEDERÖSTERREICHISCHE Vers. AG,Total assets,735090000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
131,EUROPÄISCHE Vers. AG,Total assets,74805000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
132,Credendo - Single Risk Ins. AG,Total assets,48154000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
135,GRAWE Versicherung AG,Total assets,1590832000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
141,Kärntner Landes V.a.G.,Total assets,85149000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
142,ZÜRICH Versicherungs-AG,Total assets,656256000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
144,UNIQA Insurance Group AG,Total assets,4292636000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
145,MERKUR Versicherung AG,Total assets,71799000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
148,Acredia Versicherung AG,Total assets,144972000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
150,ÖBV V.a.G.,Total assets,30839000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
151,HAGEL V.a.G.,Total assets,175638000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
154,PORSCHE Versicherung AG,Total assets,87799000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
159,TIROLER VERSICHERUNG V.a.G. ,Total assets,219304000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
161,VAV Versicherungs-AG,Total assets,182622000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
164,HDI Versicherung AG,Total assets,350990000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
165,ERGO Versicherung AG,Total assets,129866000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
167,VORARLBERGER V.a.G.,Total assets,179239000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
169,OBERÖSTERREICHISCHE Vers. AG,Total assets,726399000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
171,Allianz Versicherung AG,Total assets,1973091000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
173,WIENER STÄDTISCHE Vers. AG,Total assets,2446228000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
174,VIG VIENNA INSURANCE GROUP AG,Total assets,6655013000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
176,WÜSTENROT Vers. AG,Total assets,409073000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
138,"HELVETIA, ZNL AT",Total assets,21397000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2017
101,MUKI V.a.G.,Capital and reserves,0,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2017
104,RVV Rückversicherungsverein ,Capital and reserves,398000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2017
113,SK Versicherung AG,Capital and reserves,3634000,"Table 6:  Balance sheet, liabilities (Non-life insurance other than health)",2017
