No.,Insurance undertaking,category,value,Tabelle,year
128,GENERALI Versicherung AG,Provisions for other risks and charges!Provision for pension,0,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
131,EUROPÄISCHE Vers. AG,Provisions for other risks and charges!Provision for pension,0,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
145,MERKUR Versicherung AG,Provisions for other risks and charges!Provision for pension,27513000,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
171,Allianz Versicherung AG,Provisions for other risks and charges!Provision for pension,0,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
173,WIENER STÄDTISCHE Vers. AG,Provisions for other risks and charges!Provision for pension,22878000,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
176,WÜSTENROT Vers. AG,Provisions for other risks and charges!Provision for pension,0,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
101,MUKI V.a.G.,Provisions for other risks and charges!Provision for taxation,0,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
116,UNIQA Österreich Versicherungen AG,Provisions for other risks and charges!Provision for taxation,-37000,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
126,DONAU Versicherung AG VIG,Provisions for other risks and charges!Provision for taxation,0,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
128,GENERALI Versicherung AG,Provisions for other risks and charges!Provision for taxation,0,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
131,EUROPÄISCHE Vers. AG,Provisions for other risks and charges!Provision for taxation,0,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
145,MERKUR Versicherung AG,Provisions for other risks and charges!Provision for taxation,3173000,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
171,Allianz Versicherung AG,Provisions for other risks and charges!Provision for taxation,0,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
173,WIENER STÄDTISCHE Vers. AG,Provisions for other risks and charges!Provision for taxation,0,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
176,WÜSTENROT Vers. AG,Provisions for other risks and charges!Provision for taxation,0,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
101,MUKI V.a.G.,Provisions for other risks and charges!Provision for deferred tax liabilities,0,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
116,UNIQA Österreich Versicherungen AG,Provisions for other risks and charges!Provision for deferred tax liabilities,0,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
126,DONAU Versicherung AG VIG,Provisions for other risks and charges!Provision for deferred tax liabilities,0,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
128,GENERALI Versicherung AG,Provisions for other risks and charges!Provision for deferred tax liabilities,0,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
131,EUROPÄISCHE Vers. AG,Provisions for other risks and charges!Provision for deferred tax liabilities,0,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
145,MERKUR Versicherung AG,Provisions for other risks and charges!Provision for deferred tax liabilities,0,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
171,Allianz Versicherung AG,Provisions for other risks and charges!Provision for deferred tax liabilities,0,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
173,WIENER STÄDTISCHE Vers. AG,Provisions for other risks and charges!Provision for deferred tax liabilities,0,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
176,WÜSTENROT Vers. AG,Provisions for other risks and charges!Provision for deferred tax liabilities,0,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
101,MUKI V.a.G.,Provisions for other risks and charges!Other provisions,681000,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
116,UNIQA Österreich Versicherungen AG,Provisions for other risks and charges!Other provisions,33508000,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
126,DONAU Versicherung AG VIG,Provisions for other risks and charges!Other provisions,8000,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
128,GENERALI Versicherung AG,Provisions for other risks and charges!Other provisions,4668000,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
131,EUROPÄISCHE Vers. AG,Provisions for other risks and charges!Other provisions,0,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
145,MERKUR Versicherung AG,Provisions for other risks and charges!Other provisions,7730000,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
171,Allianz Versicherung AG,Provisions for other risks and charges!Other provisions,2480000,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
173,WIENER STÄDTISCHE Vers. AG,Provisions for other risks and charges!Other provisions,2133000,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
176,WÜSTENROT Vers. AG,Provisions for other risks and charges!Other provisions,27000,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
101,MUKI V.a.G.,Deposits received from reinsurers,0,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
116,UNIQA Österreich Versicherungen AG,Deposits received from reinsurers,520000,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
126,DONAU Versicherung AG VIG,Deposits received from reinsurers,0,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
128,GENERALI Versicherung AG,Deposits received from reinsurers,11000,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
131,EUROPÄISCHE Vers. AG,Deposits received from reinsurers,0,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
145,MERKUR Versicherung AG,Deposits received from reinsurers,0,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
171,Allianz Versicherung AG,Deposits received from reinsurers,0,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
173,WIENER STÄDTISCHE Vers. AG,Deposits received from reinsurers,4000,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
176,WÜSTENROT Vers. AG,Deposits received from reinsurers,0,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
101,MUKI V.a.G.,Creditors arising from direct operations!Amounts owed to policyholders,612000,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
116,UNIQA Österreich Versicherungen AG,Creditors arising from direct operations!Amounts owed to policyholders,8135000,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
126,DONAU Versicherung AG VIG,Creditors arising from direct operations!Amounts owed to policyholders,123000,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
128,GENERALI Versicherung AG,Creditors arising from direct operations!Amounts owed to policyholders,2804000,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
131,EUROPÄISCHE Vers. AG,Creditors arising from direct operations!Amounts owed to policyholders,0,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
145,MERKUR Versicherung AG,Creditors arising from direct operations!Amounts owed to policyholders,5432000,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
171,Allianz Versicherung AG,Creditors arising from direct operations!Amounts owed to policyholders,338000,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
173,WIENER STÄDTISCHE Vers. AG,Creditors arising from direct operations!Amounts owed to policyholders,1490000,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
176,WÜSTENROT Vers. AG,Creditors arising from direct operations!Amounts owed to policyholders,54000,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
101,MUKI V.a.G.,Creditors arising from direct operations!Amounts owed to intermediaries,40000,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
116,UNIQA Österreich Versicherungen AG,Creditors arising from direct operations!Amounts owed to intermediaries,12000,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
126,DONAU Versicherung AG VIG,Creditors arising from direct operations!Amounts owed to intermediaries,0,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
128,GENERALI Versicherung AG,Creditors arising from direct operations!Amounts owed to intermediaries,0,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
131,EUROPÄISCHE Vers. AG,Creditors arising from direct operations!Amounts owed to intermediaries,0,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
145,MERKUR Versicherung AG,Creditors arising from direct operations!Amounts owed to intermediaries,9288000,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
171,Allianz Versicherung AG,Creditors arising from direct operations!Amounts owed to intermediaries,0,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
173,WIENER STÄDTISCHE Vers. AG,Creditors arising from direct operations!Amounts owed to intermediaries,0,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
176,WÜSTENROT Vers. AG,Creditors arising from direct operations!Amounts owed to intermediaries,0,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
101,MUKI V.a.G.,Creditors arising from direct operations!Amounts owed to insurance undertakings,0,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
116,UNIQA Österreich Versicherungen AG,Creditors arising from direct operations!Amounts owed to insurance undertakings,7340000,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
126,DONAU Versicherung AG VIG,Creditors arising from direct operations!Amounts owed to insurance undertakings,0,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
128,GENERALI Versicherung AG,Creditors arising from direct operations!Amounts owed to insurance undertakings,0,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
131,EUROPÄISCHE Vers. AG,Creditors arising from direct operations!Amounts owed to insurance undertakings,0,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
145,MERKUR Versicherung AG,Creditors arising from direct operations!Amounts owed to insurance undertakings,0,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
171,Allianz Versicherung AG,Creditors arising from direct operations!Amounts owed to insurance undertakings,0,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
173,WIENER STÄDTISCHE Vers. AG,Creditors arising from direct operations!Amounts owed to insurance undertakings,475000,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
176,WÜSTENROT Vers. AG,Creditors arising from direct operations!Amounts owed to insurance undertakings,0,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
101,MUKI V.a.G.,Creditors arising from direct operations!Creditors arising from reinsurance operations,0,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
116,UNIQA Österreich Versicherungen AG,Creditors arising from direct operations!Creditors arising from reinsurance operations,803000,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
126,DONAU Versicherung AG VIG,Creditors arising from direct operations!Creditors arising from reinsurance operations,0,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
128,GENERALI Versicherung AG,Creditors arising from direct operations!Creditors arising from reinsurance operations,0,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
131,EUROPÄISCHE Vers. AG,Creditors arising from direct operations!Creditors arising from reinsurance operations,0,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
145,MERKUR Versicherung AG,Creditors arising from direct operations!Creditors arising from reinsurance operations,2662000,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
171,Allianz Versicherung AG,Creditors arising from direct operations!Creditors arising from reinsurance operations,0,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
173,WIENER STÄDTISCHE Vers. AG,Creditors arising from direct operations!Creditors arising from reinsurance operations,9430000,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
176,WÜSTENROT Vers. AG,Creditors arising from direct operations!Creditors arising from reinsurance operations,0,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
101,MUKI V.a.G.,Creditors arising from direct operations!Debenture loans,0,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
116,UNIQA Österreich Versicherungen AG,Creditors arising from direct operations!Debenture loans,0,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
126,DONAU Versicherung AG VIG,Creditors arising from direct operations!Debenture loans,0,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
128,GENERALI Versicherung AG,Creditors arising from direct operations!Debenture loans,0,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
131,EUROPÄISCHE Vers. AG,Creditors arising from direct operations!Debenture loans,0,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
145,MERKUR Versicherung AG,Creditors arising from direct operations!Debenture loans,0,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
171,Allianz Versicherung AG,Creditors arising from direct operations!Debenture loans,0,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
173,WIENER STÄDTISCHE Vers. AG,Creditors arising from direct operations!Debenture loans,0,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
176,WÜSTENROT Vers. AG,Creditors arising from direct operations!Debenture loans,0,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
101,MUKI V.a.G.,Creditors arising from direct operations!Amounts owed to credit institutions,0,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
116,UNIQA Österreich Versicherungen AG,Creditors arising from direct operations!Amounts owed to credit institutions,0,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
126,DONAU Versicherung AG VIG,Creditors arising from direct operations!Amounts owed to credit institutions,0,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
128,GENERALI Versicherung AG,Creditors arising from direct operations!Amounts owed to credit institutions,0,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
131,EUROPÄISCHE Vers. AG,Creditors arising from direct operations!Amounts owed to credit institutions,0,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
145,MERKUR Versicherung AG,Creditors arising from direct operations!Amounts owed to credit institutions,0,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
171,Allianz Versicherung AG,Creditors arising from direct operations!Amounts owed to credit institutions,0,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
173,WIENER STÄDTISCHE Vers. AG,Creditors arising from direct operations!Amounts owed to credit institutions,0,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
176,WÜSTENROT Vers. AG,Creditors arising from direct operations!Amounts owed to credit institutions,0,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
101,MUKI V.a.G.,Creditors arising from direct operations!Other,1811000,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
116,UNIQA Österreich Versicherungen AG,Creditors arising from direct operations!Other,26249000,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
126,DONAU Versicherung AG VIG,Creditors arising from direct operations!Other,42000,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
128,GENERALI Versicherung AG,Creditors arising from direct operations!Other,2054000,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
131,EUROPÄISCHE Vers. AG,Creditors arising from direct operations!Other,0,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
145,MERKUR Versicherung AG,Creditors arising from direct operations!Other,7771000,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
171,Allianz Versicherung AG,Creditors arising from direct operations!Other,1822000,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
173,WIENER STÄDTISCHE Vers. AG,Creditors arising from direct operations!Other,6088000,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
176,WÜSTENROT Vers. AG,Creditors arising from direct operations!Other,5000,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
101,MUKI V.a.G.,Transactions with the head office,0,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
116,UNIQA Österreich Versicherungen AG,Transactions with the head office,0,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
126,DONAU Versicherung AG VIG,Transactions with the head office,0,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
128,GENERALI Versicherung AG,Transactions with the head office,0,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
131,EUROPÄISCHE Vers. AG,Transactions with the head office,0,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
145,MERKUR Versicherung AG,Transactions with the head office,0,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
171,Allianz Versicherung AG,Transactions with the head office,0,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
173,WIENER STÄDTISCHE Vers. AG,Transactions with the head office,0,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
176,WÜSTENROT Vers. AG,Transactions with the head office,0,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
101,MUKI V.a.G.,Prepayments and accrued income,0,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
116,UNIQA Österreich Versicherungen AG,Prepayments and accrued income,235000,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
126,DONAU Versicherung AG VIG,Prepayments and accrued income,0,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
128,GENERALI Versicherung AG,Prepayments and accrued income,6535000,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
131,EUROPÄISCHE Vers. AG,Prepayments and accrued income,0,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
145,MERKUR Versicherung AG,Prepayments and accrued income,723000,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
171,Allianz Versicherung AG,Prepayments and accrued income,6339000,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
173,WIENER STÄDTISCHE Vers. AG,Prepayments and accrued income,5465000,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
176,WÜSTENROT Vers. AG,Prepayments and accrued income,0,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
101,MUKI V.a.G.,Total liabilities,45455000,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
116,UNIQA Österreich Versicherungen AG,Total liabilities,3946574000,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
126,DONAU Versicherung AG VIG,Total liabilities,30147000,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
128,GENERALI Versicherung AG,Total liabilities,1294397000,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
131,EUROPÄISCHE Vers. AG,Total liabilities,0,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
145,MERKUR Versicherung AG,Total liabilities,1308951000,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
171,Allianz Versicherung AG,Total liabilities,339212000,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
173,WIENER STÄDTISCHE Vers. AG,Total liabilities,1627442000,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
176,WÜSTENROT Vers. AG,Total liabilities,30701000,"Table 4:  Balance sheet, liabilities (Health insurance)",2019
101,MUKI V.a.G.,Intangible assets,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
113,SK Versicherung AG,Intangible assets,209000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
116,UNIQA Österreich Versicherungen AG,Intangible assets,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
123,Helvetia Versicherungen AG,Intangible assets,2995000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
124,D.A.S. Rechtsschutz AG,Intangible assets,539000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
126,DONAU Versicherung AG VIG,Intangible assets,19665000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
128,GENERALI Versicherung AG,Intangible assets,1495000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
129,NIEDERÖSTERREICHISCHE Vers. AG,Intangible assets,3418000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
131,EUROPÄISCHE Vers. AG,Intangible assets,2595000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
132,Credendo - Single Risk Ins. AG,Intangible assets,38000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
135,GRAWE Versicherung AG,Intangible assets,944000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
141,Kärntner Landes V.a.G.,Intangible assets,83000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
142,ZÜRICH Versicherungs-AG,Intangible assets,27153000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
144,UNIQA Insurance Group AG,Intangible assets,155981000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
145,MERKUR Versicherung AG,Intangible assets,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
148,Acredia Versicherung AG,Intangible assets,2245000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
150,ÖBV V.a.G.,Intangible assets,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
151,HAGEL V.a.G.,Intangible assets,2097000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
154,PORSCHE Versicherung AG,Intangible assets,150000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
159,TIROLER VERSICHERUNG V.a.G. ,Intangible assets,1144000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
161,VAV Versicherungs-AG,Intangible assets,1569000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
164,HDI Versicherung AG,Intangible assets,508000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
165,ERGO Versicherung AG,Intangible assets,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
167,VORARLBERGER V.a.G.,Intangible assets,215000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
169,OBERÖSTERREICHISCHE Vers. AG,Intangible assets,1126000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
171,Allianz Versicherung AG,Intangible assets,6090000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
173,WIENER STÄDTISCHE Vers. AG,Intangible assets,119770000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
174,VIG VIENNA INSURANCE GROUP AG,Intangible assets,17438000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
176,WÜSTENROT Vers. AG,Intangible assets,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
138,"HELVETIA, ZNL AT",Intangible assets,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
101,MUKI V.a.G.,Land and buildings,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
113,SK Versicherung AG,Land and buildings,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
116,UNIQA Österreich Versicherungen AG,Land and buildings,40212000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
123,Helvetia Versicherungen AG,Land and buildings,67558000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
124,D.A.S. Rechtsschutz AG,Land and buildings,4951000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
126,DONAU Versicherung AG VIG,Land and buildings,43868000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
128,GENERALI Versicherung AG,Land and buildings,142796000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
129,NIEDERÖSTERREICHISCHE Vers. AG,Land and buildings,150960000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
131,EUROPÄISCHE Vers. AG,Land and buildings,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
132,Credendo - Single Risk Ins. AG,Land and buildings,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
135,GRAWE Versicherung AG,Land and buildings,384775000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
141,Kärntner Landes V.a.G.,Land and buildings,5819000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
142,ZÜRICH Versicherungs-AG,Land and buildings,88628000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
144,UNIQA Insurance Group AG,Land and buildings,140352000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
145,MERKUR Versicherung AG,Land and buildings,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
148,Acredia Versicherung AG,Land and buildings,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
150,ÖBV V.a.G.,Land and buildings,3777000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
151,HAGEL V.a.G.,Land and buildings,42130000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
154,PORSCHE Versicherung AG,Land and buildings,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
159,TIROLER VERSICHERUNG V.a.G. ,Land and buildings,36421000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
161,VAV Versicherungs-AG,Land and buildings,8281000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
164,HDI Versicherung AG,Land and buildings,16363000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
165,ERGO Versicherung AG,Land and buildings,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
167,VORARLBERGER V.a.G.,Land and buildings,28374000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
169,OBERÖSTERREICHISCHE Vers. AG,Land and buildings,85600000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
171,Allianz Versicherung AG,Land and buildings,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
173,WIENER STÄDTISCHE Vers. AG,Land and buildings,103871000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
174,VIG VIENNA INSURANCE GROUP AG,Land and buildings,117122000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
176,WÜSTENROT Vers. AG,Land and buildings,78435000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
138,"HELVETIA, ZNL AT",Land and buildings,79000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
101,MUKI V.a.G.,Shares in affiliated undertakings,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
113,SK Versicherung AG,Shares in affiliated undertakings,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
116,UNIQA Österreich Versicherungen AG,Shares in affiliated undertakings,30170000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
123,Helvetia Versicherungen AG,Shares in affiliated undertakings,555000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
124,D.A.S. Rechtsschutz AG,Shares in affiliated undertakings,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
126,DONAU Versicherung AG VIG,Shares in affiliated undertakings,113210000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
128,GENERALI Versicherung AG,Shares in affiliated undertakings,652202000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
129,NIEDERÖSTERREICHISCHE Vers. AG,Shares in affiliated undertakings,1150000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
131,EUROPÄISCHE Vers. AG,Shares in affiliated undertakings,1445000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
132,Credendo - Single Risk Ins. AG,Shares in affiliated undertakings,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
135,GRAWE Versicherung AG,Shares in affiliated undertakings,464505000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
141,Kärntner Landes V.a.G.,Shares in affiliated undertakings,3778000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
142,ZÜRICH Versicherungs-AG,Shares in affiliated undertakings,247000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
144,UNIQA Insurance Group AG,Shares in affiliated undertakings,2542608000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
145,MERKUR Versicherung AG,Shares in affiliated undertakings,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
148,Acredia Versicherung AG,Shares in affiliated undertakings,639000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
150,ÖBV V.a.G.,Shares in affiliated undertakings,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
151,HAGEL V.a.G.,Shares in affiliated undertakings,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
154,PORSCHE Versicherung AG,Shares in affiliated undertakings,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
159,TIROLER VERSICHERUNG V.a.G. ,Shares in affiliated undertakings,13137000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
161,VAV Versicherungs-AG,Shares in affiliated undertakings,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
164,HDI Versicherung AG,Shares in affiliated undertakings,0,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
165,ERGO Versicherung AG,Shares in affiliated undertakings,432000,"Table 5:  Balance sheet, assets (Non-life insurance other than health)",2019
