No.,Insurance undertaking,category,value,Tabelle,year
145,MERKUR Versicherung AG,Debt securities and other fixedincome securities,516864000,"Table 7:  Balance sheet, assets (Total)",2016
148,Acredia Versicherung AG,Debt securities and other fixedincome securities,95028000,"Table 7:  Balance sheet, assets (Total)",2016
150,ÖBV V.a.G.,Debt securities and other fixedincome securities,881120000,"Table 7:  Balance sheet, assets (Total)",2016
151,HAGEL V.a.G.,Debt securities and other fixedincome securities,3831000,"Table 7:  Balance sheet, assets (Total)",2016
154,PORSCHE Versicherung AG,Debt securities and other fixedincome securities,15014000,"Table 7:  Balance sheet, assets (Total)",2016
159,TIROLER VERSICHERUNG V.a.G. ,Debt securities and other fixedincome securities,161606000,"Table 7:  Balance sheet, assets (Total)",2016
161,VAV Versicherungs-AG,Debt securities and other fixedincome securities,126472000,"Table 7:  Balance sheet, assets (Total)",2016
164,HDI Versicherung AG,Debt securities and other fixedincome securities,7976000,"Table 7:  Balance sheet, assets (Total)",2016
165,ERGO Versicherung AG,Debt securities and other fixedincome securities,3605322000,"Table 7:  Balance sheet, assets (Total)",2016
167,VORARLBERGER V.a.G.,Debt securities and other fixedincome securities,146872000,"Table 7:  Balance sheet, assets (Total)",2016
169,OBERÖSTERREICHISCHE Vers. AG,Debt securities and other fixedincome securities,132563000,"Table 7:  Balance sheet, assets (Total)",2016
170,Allianz Leben Vers. AG,Debt securities and other fixedincome securities,733705000,"Table 7:  Balance sheet, assets (Total)",2016
171,Allianz Versicherung AG,Debt securities and other fixedincome securities,310031000,"Table 7:  Balance sheet, assets (Total)",2016
173,WIENER STÄDTISCHE Vers. AG,Debt securities and other fixedincome securities,3898712000,"Table 7:  Balance sheet, assets (Total)",2016
174,VIG VIENNA INSURANCE GROUP AG,Debt securities and other fixedincome securities,80565000,"Table 7:  Balance sheet, assets (Total)",2016
176,WÜSTENROT Vers. AG,Debt securities and other fixedincome securities,2287365000,"Table 7:  Balance sheet, assets (Total)",2016
177,APK Versicherung AG,Debt securities and other fixedincome securities,0,"Table 7:  Balance sheet, assets (Total)",2016
185,Nürnberger Versicherung AG,Debt securities and other fixedincome securities,321219000,"Table 7:  Balance sheet, assets (Total)",2016
190,Generali Holding Vienna AG,Debt securities and other fixedincome securities,101710000,"Table 7:  Balance sheet, assets (Total)",2016
195,FWU Life Insurance Austria AG,Debt securities and other fixedincome securities,6397000,"Table 7:  Balance sheet, assets (Total)",2016
138,"HELVETIA, ZNL AT",Debt securities and other fixedincome securities,16940000,"Table 7:  Balance sheet, assets (Total)",2016
101,MUKI V.a.G.,Participation in investment pools,0,"Table 7:  Balance sheet, assets (Total)",2016
104,RVV Rückversicherungsverein ,Participation in investment pools,0,"Table 7:  Balance sheet, assets (Total)",2016
113,SK Versicherung AG,Participation in investment pools,0,"Table 7:  Balance sheet, assets (Total)",2016
116,UNIQA Österreich Vers. AG,Participation in investment pools,0,"Table 7:  Balance sheet, assets (Total)",2016
121,BAWAG P.S.K. Versicherung AG,Participation in investment pools,0,"Table 7:  Balance sheet, assets (Total)",2016
123,Helvetia Versicherungen AG,Participation in investment pools,0,"Table 7:  Balance sheet, assets (Total)",2016
124,D.A.S. Rechtsschutz AG,Participation in investment pools,0,"Table 7:  Balance sheet, assets (Total)",2016
126,DONAU Versicherung AG VIG,Participation in investment pools,0,"Table 7:  Balance sheet, assets (Total)",2016
127,SPARKASSEN Vers. AG VIG,Participation in investment pools,3019000,"Table 7:  Balance sheet, assets (Total)",2016
128,GENERALI Versicherung AG,Participation in investment pools,0,"Table 7:  Balance sheet, assets (Total)",2016
129,NIEDERÖSTERREICHISCHE Vers. AG,Participation in investment pools,0,"Table 7:  Balance sheet, assets (Total)",2016
131,EUROPÄISCHE Vers. AG,Participation in investment pools,0,"Table 7:  Balance sheet, assets (Total)",2016
132,GARANT Versicherung AG,Participation in investment pools,0,"Table 7:  Balance sheet, assets (Total)",2016
135,GRAWE Versicherung AG,Participation in investment pools,0,"Table 7:  Balance sheet, assets (Total)",2016
140,HYPO Versicherung AG,Participation in investment pools,0,"Table 7:  Balance sheet, assets (Total)",2016
141,Kärntner Landes V.a.G.,Participation in investment pools,0,"Table 7:  Balance sheet, assets (Total)",2016
142,ZÜRICH Versicherungs-AG,Participation in investment pools,0,"Table 7:  Balance sheet, assets (Total)",2016
144,UNIQA Insurance Group AG,Participation in investment pools,0,"Table 7:  Balance sheet, assets (Total)",2016
145,MERKUR Versicherung AG,Participation in investment pools,0,"Table 7:  Balance sheet, assets (Total)",2016
148,Acredia Versicherung AG,Participation in investment pools,0,"Table 7:  Balance sheet, assets (Total)",2016
150,ÖBV V.a.G.,Participation in investment pools,0,"Table 7:  Balance sheet, assets (Total)",2016
151,HAGEL V.a.G.,Participation in investment pools,0,"Table 7:  Balance sheet, assets (Total)",2016
154,PORSCHE Versicherung AG,Participation in investment pools,0,"Table 7:  Balance sheet, assets (Total)",2016
159,TIROLER VERSICHERUNG V.a.G. ,Participation in investment pools,0,"Table 7:  Balance sheet, assets (Total)",2016
161,VAV Versicherungs-AG,Participation in investment pools,0,"Table 7:  Balance sheet, assets (Total)",2016
164,HDI Versicherung AG,Participation in investment pools,0,"Table 7:  Balance sheet, assets (Total)",2016
165,ERGO Versicherung AG,Participation in investment pools,536000,"Table 7:  Balance sheet, assets (Total)",2016
167,VORARLBERGER V.a.G.,Participation in investment pools,0,"Table 7:  Balance sheet, assets (Total)",2016
169,OBERÖSTERREICHISCHE Vers. AG,Participation in investment pools,0,"Table 7:  Balance sheet, assets (Total)",2016
170,Allianz Leben Vers. AG,Participation in investment pools,0,"Table 7:  Balance sheet, assets (Total)",2016
171,Allianz Versicherung AG,Participation in investment pools,0,"Table 7:  Balance sheet, assets (Total)",2016
173,WIENER STÄDTISCHE Vers. AG,Participation in investment pools,3034000,"Table 7:  Balance sheet, assets (Total)",2016
174,VIG VIENNA INSURANCE GROUP AG,Participation in investment pools,0,"Table 7:  Balance sheet, assets (Total)",2016
176,WÜSTENROT Vers. AG,Participation in investment pools,0,"Table 7:  Balance sheet, assets (Total)",2016
177,APK Versicherung AG,Participation in investment pools,0,"Table 7:  Balance sheet, assets (Total)",2016
185,Nürnberger Versicherung AG,Participation in investment pools,0,"Table 7:  Balance sheet, assets (Total)",2016
190,Generali Holding Vienna AG,Participation in investment pools,0,"Table 7:  Balance sheet, assets (Total)",2016
195,FWU Life Insurance Austria AG,Participation in investment pools,0,"Table 7:  Balance sheet, assets (Total)",2016
138,"HELVETIA, ZNL AT",Participation in investment pools,0,"Table 7:  Balance sheet, assets (Total)",2016
101,MUKI V.a.G.,Loans guaranteed by mortgages,0,"Table 7:  Balance sheet, assets (Total)",2016
104,RVV Rückversicherungsverein ,Loans guaranteed by mortgages,14000,"Table 7:  Balance sheet, assets (Total)",2016
113,SK Versicherung AG,Loans guaranteed by mortgages,0,"Table 7:  Balance sheet, assets (Total)",2016
116,UNIQA Österreich Vers. AG,Loans guaranteed by mortgages,21905000,"Table 7:  Balance sheet, assets (Total)",2016
121,BAWAG P.S.K. Versicherung AG,Loans guaranteed by mortgages,27000,"Table 7:  Balance sheet, assets (Total)",2016
123,Helvetia Versicherungen AG,Loans guaranteed by mortgages,855000,"Table 7:  Balance sheet, assets (Total)",2016
124,D.A.S. Rechtsschutz AG,Loans guaranteed by mortgages,0,"Table 7:  Balance sheet, assets (Total)",2016
126,DONAU Versicherung AG VIG,Loans guaranteed by mortgages,71193000,"Table 7:  Balance sheet, assets (Total)",2016
127,SPARKASSEN Vers. AG VIG,Loans guaranteed by mortgages,180555000,"Table 7:  Balance sheet, assets (Total)",2016
128,GENERALI Versicherung AG,Loans guaranteed by mortgages,692000,"Table 7:  Balance sheet, assets (Total)",2016
129,NIEDERÖSTERREICHISCHE Vers. AG,Loans guaranteed by mortgages,25579000,"Table 7:  Balance sheet, assets (Total)",2016
131,EUROPÄISCHE Vers. AG,Loans guaranteed by mortgages,0,"Table 7:  Balance sheet, assets (Total)",2016
132,GARANT Versicherung AG,Loans guaranteed by mortgages,0,"Table 7:  Balance sheet, assets (Total)",2016
135,GRAWE Versicherung AG,Loans guaranteed by mortgages,2349000,"Table 7:  Balance sheet, assets (Total)",2016
140,HYPO Versicherung AG,Loans guaranteed by mortgages,0,"Table 7:  Balance sheet, assets (Total)",2016
141,Kärntner Landes V.a.G.,Loans guaranteed by mortgages,0,"Table 7:  Balance sheet, assets (Total)",2016
142,ZÜRICH Versicherungs-AG,Loans guaranteed by mortgages,47128000,"Table 7:  Balance sheet, assets (Total)",2016
144,UNIQA Insurance Group AG,Loans guaranteed by mortgages,0,"Table 7:  Balance sheet, assets (Total)",2016
145,MERKUR Versicherung AG,Loans guaranteed by mortgages,0,"Table 7:  Balance sheet, assets (Total)",2016
148,Acredia Versicherung AG,Loans guaranteed by mortgages,0,"Table 7:  Balance sheet, assets (Total)",2016
150,ÖBV V.a.G.,Loans guaranteed by mortgages,56000,"Table 7:  Balance sheet, assets (Total)",2016
151,HAGEL V.a.G.,Loans guaranteed by mortgages,0,"Table 7:  Balance sheet, assets (Total)",2016
154,PORSCHE Versicherung AG,Loans guaranteed by mortgages,0,"Table 7:  Balance sheet, assets (Total)",2016
159,TIROLER VERSICHERUNG V.a.G. ,Loans guaranteed by mortgages,0,"Table 7:  Balance sheet, assets (Total)",2016
161,VAV Versicherungs-AG,Loans guaranteed by mortgages,0,"Table 7:  Balance sheet, assets (Total)",2016
164,HDI Versicherung AG,Loans guaranteed by mortgages,0,"Table 7:  Balance sheet, assets (Total)",2016
165,ERGO Versicherung AG,Loans guaranteed by mortgages,196000,"Table 7:  Balance sheet, assets (Total)",2016
167,VORARLBERGER V.a.G.,Loans guaranteed by mortgages,0,"Table 7:  Balance sheet, assets (Total)",2016
169,OBERÖSTERREICHISCHE Vers. AG,Loans guaranteed by mortgages,20310000,"Table 7:  Balance sheet, assets (Total)",2016
170,Allianz Leben Vers. AG,Loans guaranteed by mortgages,50826000,"Table 7:  Balance sheet, assets (Total)",2016
171,Allianz Versicherung AG,Loans guaranteed by mortgages,7000,"Table 7:  Balance sheet, assets (Total)",2016
173,WIENER STÄDTISCHE Vers. AG,Loans guaranteed by mortgages,269239000,"Table 7:  Balance sheet, assets (Total)",2016
174,VIG VIENNA INSURANCE GROUP AG,Loans guaranteed by mortgages,170000,"Table 7:  Balance sheet, assets (Total)",2016
176,WÜSTENROT Vers. AG,Loans guaranteed by mortgages,57537000,"Table 7:  Balance sheet, assets (Total)",2016
177,APK Versicherung AG,Loans guaranteed by mortgages,0,"Table 7:  Balance sheet, assets (Total)",2016
185,Nürnberger Versicherung AG,Loans guaranteed by mortgages,0,"Table 7:  Balance sheet, assets (Total)",2016
190,Generali Holding Vienna AG,Loans guaranteed by mortgages,0,"Table 7:  Balance sheet, assets (Total)",2016
195,FWU Life Insurance Austria AG,Loans guaranteed by mortgages,0,"Table 7:  Balance sheet, assets (Total)",2016
138,"HELVETIA, ZNL AT",Loans guaranteed by mortgages,0,"Table 7:  Balance sheet, assets (Total)",2016
101,MUKI V.a.G.,Advances against policies,0,"Table 7:  Balance sheet, assets (Total)",2016
104,RVV Rückversicherungsverein ,Advances against policies,0,"Table 7:  Balance sheet, assets (Total)",2016
113,SK Versicherung AG,Advances against policies,0,"Table 7:  Balance sheet, assets (Total)",2016
116,UNIQA Österreich Vers. AG,Advances against policies,5109000,"Table 7:  Balance sheet, assets (Total)",2016
121,BAWAG P.S.K. Versicherung AG,Advances against policies,51000,"Table 7:  Balance sheet, assets (Total)",2016
123,Helvetia Versicherungen AG,Advances against policies,1282000,"Table 7:  Balance sheet, assets (Total)",2016
124,D.A.S. Rechtsschutz AG,Advances against policies,0,"Table 7:  Balance sheet, assets (Total)",2016
126,DONAU Versicherung AG VIG,Advances against policies,2924000,"Table 7:  Balance sheet, assets (Total)",2016
127,SPARKASSEN Vers. AG VIG,Advances against policies,17000,"Table 7:  Balance sheet, assets (Total)",2016
128,GENERALI Versicherung AG,Advances against policies,1170000,"Table 7:  Balance sheet, assets (Total)",2016
129,NIEDERÖSTERREICHISCHE Vers. AG,Advances against policies,191000,"Table 7:  Balance sheet, assets (Total)",2016
131,EUROPÄISCHE Vers. AG,Advances against policies,0,"Table 7:  Balance sheet, assets (Total)",2016
132,GARANT Versicherung AG,Advances against policies,0,"Table 7:  Balance sheet, assets (Total)",2016
135,GRAWE Versicherung AG,Advances against policies,1480000,"Table 7:  Balance sheet, assets (Total)",2016
140,HYPO Versicherung AG,Advances against policies,0,"Table 7:  Balance sheet, assets (Total)",2016
141,Kärntner Landes V.a.G.,Advances against policies,32000,"Table 7:  Balance sheet, assets (Total)",2016
142,ZÜRICH Versicherungs-AG,Advances against policies,232000,"Table 7:  Balance sheet, assets (Total)",2016
144,UNIQA Insurance Group AG,Advances against policies,0,"Table 7:  Balance sheet, assets (Total)",2016
145,MERKUR Versicherung AG,Advances against policies,45000,"Table 7:  Balance sheet, assets (Total)",2016
148,Acredia Versicherung AG,Advances against policies,0,"Table 7:  Balance sheet, assets (Total)",2016
150,ÖBV V.a.G.,Advances against policies,3564000,"Table 7:  Balance sheet, assets (Total)",2016
151,HAGEL V.a.G.,Advances against policies,0,"Table 7:  Balance sheet, assets (Total)",2016
154,PORSCHE Versicherung AG,Advances against policies,0,"Table 7:  Balance sheet, assets (Total)",2016
159,TIROLER VERSICHERUNG V.a.G. ,Advances against policies,0,"Table 7:  Balance sheet, assets (Total)",2016
161,VAV Versicherungs-AG,Advances against policies,0,"Table 7:  Balance sheet, assets (Total)",2016
164,HDI Versicherung AG,Advances against policies,0,"Table 7:  Balance sheet, assets (Total)",2016
165,ERGO Versicherung AG,Advances against policies,1146000,"Table 7:  Balance sheet, assets (Total)",2016
167,VORARLBERGER V.a.G.,Advances against policies,4000,"Table 7:  Balance sheet, assets (Total)",2016
169,OBERÖSTERREICHISCHE Vers. AG,Advances against policies,12000,"Table 7:  Balance sheet, assets (Total)",2016
170,Allianz Leben Vers. AG,Advances against policies,1525000,"Table 7:  Balance sheet, assets (Total)",2016
171,Allianz Versicherung AG,Advances against policies,0,"Table 7:  Balance sheet, assets (Total)",2016
173,WIENER STÄDTISCHE Vers. AG,Advances against policies,8606000,"Table 7:  Balance sheet, assets (Total)",2016
174,VIG VIENNA INSURANCE GROUP AG,Advances against policies,0,"Table 7:  Balance sheet, assets (Total)",2016
176,WÜSTENROT Vers. AG,Advances against policies,15465000,"Table 7:  Balance sheet, assets (Total)",2016
177,APK Versicherung AG,Advances against policies,0,"Table 7:  Balance sheet, assets (Total)",2016
185,Nürnberger Versicherung AG,Advances against policies,346000,"Table 7:  Balance sheet, assets (Total)",2016
190,Generali Holding Vienna AG,Advances against policies,0,"Table 7:  Balance sheet, assets (Total)",2016
195,FWU Life Insurance Austria AG,Advances against policies,0,"Table 7:  Balance sheet, assets (Total)",2016
138,"HELVETIA, ZNL AT",Advances against policies,0,"Table 7:  Balance sheet, assets (Total)",2016
101,MUKI V.a.G.,Other loans,0,"Table 7:  Balance sheet, assets (Total)",2016
104,RVV Rückversicherungsverein ,Other loans,0,"Table 7:  Balance sheet, assets (Total)",2016
113,SK Versicherung AG,Other loans,2e+06,"Table 7:  Balance sheet, assets (Total)",2016
116,UNIQA Österreich Vers. AG,Other loans,3612000,"Table 7:  Balance sheet, assets (Total)",2016
121,BAWAG P.S.K. Versicherung AG,Other loans,1.23e+08,"Table 7:  Balance sheet, assets (Total)",2016
123,Helvetia Versicherungen AG,Other loans,169208000,"Table 7:  Balance sheet, assets (Total)",2016
124,D.A.S. Rechtsschutz AG,Other loans,16000,"Table 7:  Balance sheet, assets (Total)",2016
126,DONAU Versicherung AG VIG,Other loans,107409000,"Table 7:  Balance sheet, assets (Total)",2016
127,SPARKASSEN Vers. AG VIG,Other loans,190083000,"Table 7:  Balance sheet, assets (Total)",2016
128,GENERALI Versicherung AG,Other loans,678247000,"Table 7:  Balance sheet, assets (Total)",2016
129,NIEDERÖSTERREICHISCHE Vers. AG,Other loans,3223000,"Table 7:  Balance sheet, assets (Total)",2016
131,EUROPÄISCHE Vers. AG,Other loans,2500000,"Table 7:  Balance sheet, assets (Total)",2016
132,GARANT Versicherung AG,Other loans,0,"Table 7:  Balance sheet, assets (Total)",2016
135,GRAWE Versicherung AG,Other loans,39136000,"Table 7:  Balance sheet, assets (Total)",2016
140,HYPO Versicherung AG,Other loans,0,"Table 7:  Balance sheet, assets (Total)",2016
141,Kärntner Landes V.a.G.,Other loans,0,"Table 7:  Balance sheet, assets (Total)",2016
142,ZÜRICH Versicherungs-AG,Other loans,33354000,"Table 7:  Balance sheet, assets (Total)",2016
144,UNIQA Insurance Group AG,Other loans,3731000,"Table 7:  Balance sheet, assets (Total)",2016
145,MERKUR Versicherung AG,Other loans,59582000,"Table 7:  Balance sheet, assets (Total)",2016
148,Acredia Versicherung AG,Other loans,0,"Table 7:  Balance sheet, assets (Total)",2016
150,ÖBV V.a.G.,Other loans,140573000,"Table 7:  Balance sheet, assets (Total)",2016
151,HAGEL V.a.G.,Other loans,0,"Table 7:  Balance sheet, assets (Total)",2016
154,PORSCHE Versicherung AG,Other loans,0,"Table 7:  Balance sheet, assets (Total)",2016
159,TIROLER VERSICHERUNG V.a.G. ,Other loans,3500000,"Table 7:  Balance sheet, assets (Total)",2016
161,VAV Versicherungs-AG,Other loans,4500000,"Table 7:  Balance sheet, assets (Total)",2016
164,HDI Versicherung AG,Other loans,0,"Table 7:  Balance sheet, assets (Total)",2016
165,ERGO Versicherung AG,Other loans,4700000,"Table 7:  Balance sheet, assets (Total)",2016
167,VORARLBERGER V.a.G.,Other loans,28200000,"Table 7:  Balance sheet, assets (Total)",2016
169,OBERÖSTERREICHISCHE Vers. AG,Other loans,12476000,"Table 7:  Balance sheet, assets (Total)",2016
170,Allianz Leben Vers. AG,Other loans,0,"Table 7:  Balance sheet, assets (Total)",2016
171,Allianz Versicherung AG,Other loans,14336000,"Table 7:  Balance sheet, assets (Total)",2016
173,WIENER STÄDTISCHE Vers. AG,Other loans,257814000,"Table 7:  Balance sheet, assets (Total)",2016
174,VIG VIENNA INSURANCE GROUP AG,Other loans,10128000,"Table 7:  Balance sheet, assets (Total)",2016
176,WÜSTENROT Vers. AG,Other loans,165592000,"Table 7:  Balance sheet, assets (Total)",2016
177,APK Versicherung AG,Other loans,0,"Table 7:  Balance sheet, assets (Total)",2016
185,Nürnberger Versicherung AG,Other loans,16132000,"Table 7:  Balance sheet, assets (Total)",2016
190,Generali Holding Vienna AG,Other loans,0,"Table 7:  Balance sheet, assets (Total)",2016
195,FWU Life Insurance Austria AG,Other loans,0,"Table 7:  Balance sheet, assets (Total)",2016
138,"HELVETIA, ZNL AT",Other loans,17000,"Table 7:  Balance sheet, assets (Total)",2016
101,MUKI V.a.G.,Deposits with credit institutions,0,"Table 7:  Balance sheet, assets (Total)",2016
104,RVV Rückversicherungsverein ,Deposits with credit institutions,266000,"Table 7:  Balance sheet, assets (Total)",2016
113,SK Versicherung AG,Deposits with credit institutions,3123000,"Table 7:  Balance sheet, assets (Total)",2016
116,UNIQA Österreich Vers. AG,Deposits with credit institutions,170553000,"Table 7:  Balance sheet, assets (Total)",2016
121,BAWAG P.S.K. Versicherung AG,Deposits with credit institutions,98000,"Table 7:  Balance sheet, assets (Total)",2016
123,Helvetia Versicherungen AG,Deposits with credit institutions,36060000,"Table 7:  Balance sheet, assets (Total)",2016
124,D.A.S. Rechtsschutz AG,Deposits with credit institutions,2680000,"Table 7:  Balance sheet, assets (Total)",2016
126,DONAU Versicherung AG VIG,Deposits with credit institutions,0,"Table 7:  Balance sheet, assets (Total)",2016
127,SPARKASSEN Vers. AG VIG,Deposits with credit institutions,60500000,"Table 7:  Balance sheet, assets (Total)",2016
128,GENERALI Versicherung AG,Deposits with credit institutions,191483000,"Table 7:  Balance sheet, assets (Total)",2016
129,NIEDERÖSTERREICHISCHE Vers. AG,Deposits with credit institutions,0,"Table 7:  Balance sheet, assets (Total)",2016
131,EUROPÄISCHE Vers. AG,Deposits with credit institutions,0,"Table 7:  Balance sheet, assets (Total)",2016
132,GARANT Versicherung AG,Deposits with credit institutions,1e+06,"Table 7:  Balance sheet, assets (Total)",2016
135,GRAWE Versicherung AG,Deposits with credit institutions,105000,"Table 7:  Balance sheet, assets (Total)",2016
140,HYPO Versicherung AG,Deposits with credit institutions,0,"Table 7:  Balance sheet, assets (Total)",2016
141,Kärntner Landes V.a.G.,Deposits with credit institutions,309000,"Table 7:  Balance sheet, assets (Total)",2016
142,ZÜRICH Versicherungs-AG,Deposits with credit institutions,47540000,"Table 7:  Balance sheet, assets (Total)",2016
144,UNIQA Insurance Group AG,Deposits with credit institutions,0,"Table 7:  Balance sheet, assets (Total)",2016
145,MERKUR Versicherung AG,Deposits with credit institutions,20960000,"Table 7:  Balance sheet, assets (Total)",2016
148,Acredia Versicherung AG,Deposits with credit institutions,3e+06,"Table 7:  Balance sheet, assets (Total)",2016
150,ÖBV V.a.G.,Deposits with credit institutions,265000,"Table 7:  Balance sheet, assets (Total)",2016
151,HAGEL V.a.G.,Deposits with credit institutions,0,"Table 7:  Balance sheet, assets (Total)",2016
154,PORSCHE Versicherung AG,Deposits with credit institutions,0,"Table 7:  Balance sheet, assets (Total)",2016
159,TIROLER VERSICHERUNG V.a.G. ,Deposits with credit institutions,19719000,"Table 7:  Balance sheet, assets (Total)",2016
161,VAV Versicherungs-AG,Deposits with credit institutions,0,"Table 7:  Balance sheet, assets (Total)",2016
164,HDI Versicherung AG,Deposits with credit institutions,0,"Table 7:  Balance sheet, assets (Total)",2016
165,ERGO Versicherung AG,Deposits with credit institutions,10918000,"Table 7:  Balance sheet, assets (Total)",2016
167,VORARLBERGER V.a.G.,Deposits with credit institutions,0,"Table 7:  Balance sheet, assets (Total)",2016
169,OBERÖSTERREICHISCHE Vers. AG,Deposits with credit institutions,1099000,"Table 7:  Balance sheet, assets (Total)",2016
170,Allianz Leben Vers. AG,Deposits with credit institutions,0,"Table 7:  Balance sheet, assets (Total)",2016
171,Allianz Versicherung AG,Deposits with credit institutions,0,"Table 7:  Balance sheet, assets (Total)",2016
173,WIENER STÄDTISCHE Vers. AG,Deposits with credit institutions,20093000,"Table 7:  Balance sheet, assets (Total)",2016
174,VIG VIENNA INSURANCE GROUP AG,Deposits with credit institutions,0,"Table 7:  Balance sheet, assets (Total)",2016
176,WÜSTENROT Vers. AG,Deposits with credit institutions,9.5e+07,"Table 7:  Balance sheet, assets (Total)",2016
177,APK Versicherung AG,Deposits with credit institutions,0,"Table 7:  Balance sheet, assets (Total)",2016
185,Nürnberger Versicherung AG,Deposits with credit institutions,3e+06,"Table 7:  Balance sheet, assets (Total)",2016
190,Generali Holding Vienna AG,Deposits with credit institutions,22991000,"Table 7:  Balance sheet, assets (Total)",2016
195,FWU Life Insurance Austria AG,Deposits with credit institutions,9285000,"Table 7:  Balance sheet, assets (Total)",2016
138,"HELVETIA, ZNL AT",Deposits with credit institutions,0,"Table 7:  Balance sheet, assets (Total)",2016
101,MUKI V.a.G.,Other financial investments,989000,"Table 7:  Balance sheet, assets (Total)",2016
104,RVV Rückversicherungsverein ,Other financial investments,0,"Table 7:  Balance sheet, assets (Total)",2016
113,SK Versicherung AG,Other financial investments,0,"Table 7:  Balance sheet, assets (Total)",2016
116,UNIQA Österreich Vers. AG,Other financial investments,3636000,"Table 7:  Balance sheet, assets (Total)",2016
121,BAWAG P.S.K. Versicherung AG,Other financial investments,0,"Table 7:  Balance sheet, assets (Total)",2016
123,Helvetia Versicherungen AG,Other financial investments,730000,"Table 7:  Balance sheet, assets (Total)",2016
124,D.A.S. Rechtsschutz AG,Other financial investments,0,"Table 7:  Balance sheet, assets (Total)",2016
126,DONAU Versicherung AG VIG,Other financial investments,0,"Table 7:  Balance sheet, assets (Total)",2016
127,SPARKASSEN Vers. AG VIG,Other financial investments,0,"Table 7:  Balance sheet, assets (Total)",2016
128,GENERALI Versicherung AG,Other financial investments,0,"Table 7:  Balance sheet, assets (Total)",2016
129,NIEDERÖSTERREICHISCHE Vers. AG,Other financial investments,0,"Table 7:  Balance sheet, assets (Total)",2016
131,EUROPÄISCHE Vers. AG,Other financial investments,0,"Table 7:  Balance sheet, assets (Total)",2016
132,GARANT Versicherung AG,Other financial investments,0,"Table 7:  Balance sheet, assets (Total)",2016
135,GRAWE Versicherung AG,Other financial investments,482000,"Table 7:  Balance sheet, assets (Total)",2016
140,HYPO Versicherung AG,Other financial investments,0,"Table 7:  Balance sheet, assets (Total)",2016
141,Kärntner Landes V.a.G.,Other financial investments,0,"Table 7:  Balance sheet, assets (Total)",2016
142,ZÜRICH Versicherungs-AG,Other financial investments,0,"Table 7:  Balance sheet, assets (Total)",2016
144,UNIQA Insurance Group AG,Other financial investments,17008000,"Table 7:  Balance sheet, assets (Total)",2016
145,MERKUR Versicherung AG,Other financial investments,0,"Table 7:  Balance sheet, assets (Total)",2016
148,Acredia Versicherung AG,Other financial investments,0,"Table 7:  Balance sheet, assets (Total)",2016
150,ÖBV V.a.G.,Other financial investments,0,"Table 7:  Balance sheet, assets (Total)",2016
151,HAGEL V.a.G.,Other financial investments,0,"Table 7:  Balance sheet, assets (Total)",2016
154,PORSCHE Versicherung AG,Other financial investments,0,"Table 7:  Balance sheet, assets (Total)",2016
159,TIROLER VERSICHERUNG V.a.G. ,Other financial investments,0,"Table 7:  Balance sheet, assets (Total)",2016
161,VAV Versicherungs-AG,Other financial investments,0,"Table 7:  Balance sheet, assets (Total)",2016
164,HDI Versicherung AG,Other financial investments,0,"Table 7:  Balance sheet, assets (Total)",2016
165,ERGO Versicherung AG,Other financial investments,540000,"Table 7:  Balance sheet, assets (Total)",2016
167,VORARLBERGER V.a.G.,Other financial investments,0,"Table 7:  Balance sheet, assets (Total)",2016
169,OBERÖSTERREICHISCHE Vers. AG,Other financial investments,27000,"Table 7:  Balance sheet, assets (Total)",2016
170,Allianz Leben Vers. AG,Other financial investments,2181000,"Table 7:  Balance sheet, assets (Total)",2016
171,Allianz Versicherung AG,Other financial investments,374000,"Table 7:  Balance sheet, assets (Total)",2016
173,WIENER STÄDTISCHE Vers. AG,Other financial investments,0,"Table 7:  Balance sheet, assets (Total)",2016
174,VIG VIENNA INSURANCE GROUP AG,Other financial investments,0,"Table 7:  Balance sheet, assets (Total)",2016
176,WÜSTENROT Vers. AG,Other financial investments,0,"Table 7:  Balance sheet, assets (Total)",2016
177,APK Versicherung AG,Other financial investments,0,"Table 7:  Balance sheet, assets (Total)",2016
185,Nürnberger Versicherung AG,Other financial investments,0,"Table 7:  Balance sheet, assets (Total)",2016
190,Generali Holding Vienna AG,Other financial investments,0,"Table 7:  Balance sheet, assets (Total)",2016
195,FWU Life Insurance Austria AG,Other financial investments,0,"Table 7:  Balance sheet, assets (Total)",2016
138,"HELVETIA, ZNL AT",Other financial investments,0,"Table 7:  Balance sheet, assets (Total)",2016
101,MUKI V.a.G.,Deposits with ceding undertakings,0,"Table 7:  Balance sheet, assets (Total)",2016
104,RVV Rückversicherungsverein ,Deposits with ceding undertakings,0,"Table 7:  Balance sheet, assets (Total)",2016
113,SK Versicherung AG,Deposits with ceding undertakings,0,"Table 7:  Balance sheet, assets (Total)",2016
116,UNIQA Österreich Vers. AG,Deposits with ceding undertakings,1e+05,"Table 7:  Balance sheet, assets (Total)",2016
121,BAWAG P.S.K. Versicherung AG,Deposits with ceding undertakings,0,"Table 7:  Balance sheet, assets (Total)",2016
123,Helvetia Versicherungen AG,Deposits with ceding undertakings,0,"Table 7:  Balance sheet, assets (Total)",2016
124,D.A.S. Rechtsschutz AG,Deposits with ceding undertakings,8945000,"Table 7:  Balance sheet, assets (Total)",2016
126,DONAU Versicherung AG VIG,Deposits with ceding undertakings,3326000,"Table 7:  Balance sheet, assets (Total)",2016
