VU- Nr.,Versicherungsunternehmen,Kategorie,value,Tabelle,year
113,SK Versicherung AG,Eigenkapital!Gewinnrücklagen,0,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
116,UNIQA Österreich Vers. AG,Eigenkapital!Gewinnrücklagen,37855000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
121,BAWAG P.S.K. Versicherung AG,Eigenkapital!Gewinnrücklagen,37180000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
123,Helvetia Versicherungen AG,Eigenkapital!Gewinnrücklagen,14694000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
124,D.A.S. Rechtsschutz AG,Eigenkapital!Gewinnrücklagen,41660000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
126,DONAU Versicherung AG VIG,Eigenkapital!Gewinnrücklagen,31590000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
128,GENERALI Versicherung AG,Eigenkapital!Gewinnrücklagen,68422000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
129,NIEDERÖSTERREICHISCHE Vers. AG,Eigenkapital!Gewinnrücklagen,203138000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
131,EUROPÄISCHE Vers. AG,Eigenkapital!Gewinnrücklagen,0,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
132,Credendo - Single Risk Ins. AG,Eigenkapital!Gewinnrücklagen,0,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
135,GRAWE Versicherung AG,Eigenkapital!Gewinnrücklagen,684080000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
140,HYPO Versicherung AG,Eigenkapital!Gewinnrücklagen,5051000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
141,Kärntner Landes V.a.G.,Eigenkapital!Gewinnrücklagen,20986000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
142,ZÜRICH Versicherungs-AG,Eigenkapital!Gewinnrücklagen,51999000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
144,UNIQA Insurance Group AG,Eigenkapital!Gewinnrücklagen,201635000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
145,MERKUR Versicherung AG,Eigenkapital!Gewinnrücklagen,99519000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
148,Acredia Versicherung AG,Eigenkapital!Gewinnrücklagen,25012000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
150,ÖBV V.a.G.,Eigenkapital!Gewinnrücklagen,74927000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
151,HAGEL V.a.G.,Eigenkapital!Gewinnrücklagen,152447000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
154,PORSCHE Versicherung AG,Eigenkapital!Gewinnrücklagen,40606000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
159,TIROLER VERSICHERUNG V.a.G. ,Eigenkapital!Gewinnrücklagen,70403000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
161,VAV Versicherungs-AG,Eigenkapital!Gewinnrücklagen,9901000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
164,HDI Versicherung AG,Eigenkapital!Gewinnrücklagen,1929000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
165,ERGO Versicherung AG,Eigenkapital!Gewinnrücklagen,11153000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
167,VORARLBERGER V.a.G.,Eigenkapital!Gewinnrücklagen,71413000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
169,OBERÖSTERREICHISCHE Vers. AG,Eigenkapital!Gewinnrücklagen,178819000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
170,Allianz Leben Vers. AG,Eigenkapital!Gewinnrücklagen,6029000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
171,Allianz Versicherung AG,Eigenkapital!Gewinnrücklagen,44270000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
173,WIENER STÄDTISCHE Vers. AG,Eigenkapital!Gewinnrücklagen,54705000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
174,VIG VIENNA INSURANCE GROUP AG,Eigenkapital!Gewinnrücklagen,729715000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
176,WÜSTENROT Vers. AG,Eigenkapital!Gewinnrücklagen,185748000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
177,APK Versicherung AG,Eigenkapital!Gewinnrücklagen,254000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
185,Nürnberger Versicherung AG,Eigenkapital!Gewinnrücklagen,1945000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
195,FWU Life Insurance Austria AG,Eigenkapital!Gewinnrücklagen,363000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
138,"HELVETIA, ZNL AT",Eigenkapital!Gewinnrücklagen,0,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
101,MUKI V.a.G.,Eigenkapital!Risikorücklage,1313000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
113,SK Versicherung AG,Eigenkapital!Risikorücklage,135000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
116,UNIQA Österreich Vers. AG,Eigenkapital!Risikorücklage,132821000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
121,BAWAG P.S.K. Versicherung AG,Eigenkapital!Risikorücklage,12152000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
123,Helvetia Versicherungen AG,Eigenkapital!Risikorücklage,16444000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
124,D.A.S. Rechtsschutz AG,Eigenkapital!Risikorücklage,3109000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
126,DONAU Versicherung AG VIG,Eigenkapital!Risikorücklage,26076000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
128,GENERALI Versicherung AG,Eigenkapital!Risikorücklage,85504000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
129,NIEDERÖSTERREICHISCHE Vers. AG,Eigenkapital!Risikorücklage,11649000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
131,EUROPÄISCHE Vers. AG,Eigenkapital!Risikorücklage,1313000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
132,Credendo - Single Risk Ins. AG,Eigenkapital!Risikorücklage,0,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
135,GRAWE Versicherung AG,Eigenkapital!Risikorücklage,20187000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
140,HYPO Versicherung AG,Eigenkapital!Risikorücklage,559000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
141,Kärntner Landes V.a.G.,Eigenkapital!Risikorücklage,1834000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
142,ZÜRICH Versicherungs-AG,Eigenkapital!Risikorücklage,20646000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
144,UNIQA Insurance Group AG,Eigenkapital!Risikorücklage,184000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
145,MERKUR Versicherung AG,Eigenkapital!Risikorücklage,19303000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
148,Acredia Versicherung AG,Eigenkapital!Risikorücklage,1430000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
150,ÖBV V.a.G.,Eigenkapital!Risikorücklage,7856000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
151,HAGEL V.a.G.,Eigenkapital!Risikorücklage,4594000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
154,PORSCHE Versicherung AG,Eigenkapital!Risikorücklage,3114000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
159,TIROLER VERSICHERUNG V.a.G. ,Eigenkapital!Risikorücklage,4174000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
161,VAV Versicherungs-AG,Eigenkapital!Risikorücklage,1819000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
164,HDI Versicherung AG,Eigenkapital!Risikorücklage,2919000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
165,ERGO Versicherung AG,Eigenkapital!Risikorücklage,33814000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
167,VORARLBERGER V.a.G.,Eigenkapital!Risikorücklage,2871000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
169,OBERÖSTERREICHISCHE Vers. AG,Eigenkapital!Risikorücklage,14856000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
170,Allianz Leben Vers. AG,Eigenkapital!Risikorücklage,18671000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
171,Allianz Versicherung AG,Eigenkapital!Risikorücklage,33269000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
173,WIENER STÄDTISCHE Vers. AG,Eigenkapital!Risikorücklage,97310000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
174,VIG VIENNA INSURANCE GROUP AG,Eigenkapital!Risikorücklage,44845000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
176,WÜSTENROT Vers. AG,Eigenkapital!Risikorücklage,20361000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
177,APK Versicherung AG,Eigenkapital!Risikorücklage,272000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
185,Nürnberger Versicherung AG,Eigenkapital!Risikorücklage,3629000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
195,FWU Life Insurance Austria AG,Eigenkapital!Risikorücklage,7500000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
138,"HELVETIA, ZNL AT",Eigenkapital!Risikorücklage,327000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
101,MUKI V.a.G.,Eigenkapital!Bilanzgewinn bzw. -verlust,0,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
113,SK Versicherung AG,Eigenkapital!Bilanzgewinn bzw. -verlust,9453000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
116,UNIQA Österreich Vers. AG,Eigenkapital!Bilanzgewinn bzw. -verlust,163095000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
121,BAWAG P.S.K. Versicherung AG,Eigenkapital!Bilanzgewinn bzw. -verlust,11219000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
123,Helvetia Versicherungen AG,Eigenkapital!Bilanzgewinn bzw. -verlust,23932000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
124,D.A.S. Rechtsschutz AG,Eigenkapital!Bilanzgewinn bzw. -verlust,10194000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
126,DONAU Versicherung AG VIG,Eigenkapital!Bilanzgewinn bzw. -verlust,259000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
128,GENERALI Versicherung AG,Eigenkapital!Bilanzgewinn bzw. -verlust,503168000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
129,NIEDERÖSTERREICHISCHE Vers. AG,Eigenkapital!Bilanzgewinn bzw. -verlust,8e+06,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
131,EUROPÄISCHE Vers. AG,Eigenkapital!Bilanzgewinn bzw. -verlust,22824000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
132,Credendo - Single Risk Ins. AG,Eigenkapital!Bilanzgewinn bzw. -verlust,-7233000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
135,GRAWE Versicherung AG,Eigenkapital!Bilanzgewinn bzw. -verlust,0,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
140,HYPO Versicherung AG,Eigenkapital!Bilanzgewinn bzw. -verlust,298000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
141,Kärntner Landes V.a.G.,Eigenkapital!Bilanzgewinn bzw. -verlust,0,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
142,ZÜRICH Versicherungs-AG,Eigenkapital!Bilanzgewinn bzw. -verlust,36756000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
144,UNIQA Insurance Group AG,Eigenkapital!Bilanzgewinn bzw. -verlust,164365000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
145,MERKUR Versicherung AG,Eigenkapital!Bilanzgewinn bzw. -verlust,0,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
148,Acredia Versicherung AG,Eigenkapital!Bilanzgewinn bzw. -verlust,11512000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
150,ÖBV V.a.G.,Eigenkapital!Bilanzgewinn bzw. -verlust,0,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
151,HAGEL V.a.G.,Eigenkapital!Bilanzgewinn bzw. -verlust,0,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
154,PORSCHE Versicherung AG,Eigenkapital!Bilanzgewinn bzw. -verlust,17094000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
159,TIROLER VERSICHERUNG V.a.G. ,Eigenkapital!Bilanzgewinn bzw. -verlust,0,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
161,VAV Versicherungs-AG,Eigenkapital!Bilanzgewinn bzw. -verlust,1134000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
164,HDI Versicherung AG,Eigenkapital!Bilanzgewinn bzw. -verlust,23375000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
165,ERGO Versicherung AG,Eigenkapital!Bilanzgewinn bzw. -verlust,13721000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
167,VORARLBERGER V.a.G.,Eigenkapital!Bilanzgewinn bzw. -verlust,0,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
169,OBERÖSTERREICHISCHE Vers. AG,Eigenkapital!Bilanzgewinn bzw. -verlust,634000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
170,Allianz Leben Vers. AG,Eigenkapital!Bilanzgewinn bzw. -verlust,111761000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
171,Allianz Versicherung AG,Eigenkapital!Bilanzgewinn bzw. -verlust,99738000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
173,WIENER STÄDTISCHE Vers. AG,Eigenkapital!Bilanzgewinn bzw. -verlust,80424000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
174,VIG VIENNA INSURANCE GROUP AG,Eigenkapital!Bilanzgewinn bzw. -verlust,233117000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
176,WÜSTENROT Vers. AG,Eigenkapital!Bilanzgewinn bzw. -verlust,10859000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
177,APK Versicherung AG,Eigenkapital!Bilanzgewinn bzw. -verlust,2433000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
185,Nürnberger Versicherung AG,Eigenkapital!Bilanzgewinn bzw. -verlust,708000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
195,FWU Life Insurance Austria AG,Eigenkapital!Bilanzgewinn bzw. -verlust,9496000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
138,"HELVETIA, ZNL AT",Eigenkapital!Bilanzgewinn bzw. -verlust,1146000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
101,MUKI V.a.G.,Unversteuerte Rücklagen; entfällt mit 01.01.2016 aufgrund RÄG 2014,0,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
113,SK Versicherung AG,Unversteuerte Rücklagen; entfällt mit 01.01.2016 aufgrund RÄG 2014,0,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
116,UNIQA Österreich Vers. AG,Unversteuerte Rücklagen; entfällt mit 01.01.2016 aufgrund RÄG 2014,0,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
121,BAWAG P.S.K. Versicherung AG,Unversteuerte Rücklagen; entfällt mit 01.01.2016 aufgrund RÄG 2014,0,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
123,Helvetia Versicherungen AG,Unversteuerte Rücklagen; entfällt mit 01.01.2016 aufgrund RÄG 2014,0,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
124,D.A.S. Rechtsschutz AG,Unversteuerte Rücklagen; entfällt mit 01.01.2016 aufgrund RÄG 2014,0,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
126,DONAU Versicherung AG VIG,Unversteuerte Rücklagen; entfällt mit 01.01.2016 aufgrund RÄG 2014,0,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
128,GENERALI Versicherung AG,Unversteuerte Rücklagen; entfällt mit 01.01.2016 aufgrund RÄG 2014,0,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
129,NIEDERÖSTERREICHISCHE Vers. AG,Unversteuerte Rücklagen; entfällt mit 01.01.2016 aufgrund RÄG 2014,0,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
131,EUROPÄISCHE Vers. AG,Unversteuerte Rücklagen; entfällt mit 01.01.2016 aufgrund RÄG 2014,0,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
132,Credendo - Single Risk Ins. AG,Unversteuerte Rücklagen; entfällt mit 01.01.2016 aufgrund RÄG 2014,0,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
135,GRAWE Versicherung AG,Unversteuerte Rücklagen; entfällt mit 01.01.2016 aufgrund RÄG 2014,0,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
140,HYPO Versicherung AG,Unversteuerte Rücklagen; entfällt mit 01.01.2016 aufgrund RÄG 2014,0,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
141,Kärntner Landes V.a.G.,Unversteuerte Rücklagen; entfällt mit 01.01.2016 aufgrund RÄG 2014,0,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
142,ZÜRICH Versicherungs-AG,Unversteuerte Rücklagen; entfällt mit 01.01.2016 aufgrund RÄG 2014,0,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
144,UNIQA Insurance Group AG,Unversteuerte Rücklagen; entfällt mit 01.01.2016 aufgrund RÄG 2014,0,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
145,MERKUR Versicherung AG,Unversteuerte Rücklagen; entfällt mit 01.01.2016 aufgrund RÄG 2014,0,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
148,Acredia Versicherung AG,Unversteuerte Rücklagen; entfällt mit 01.01.2016 aufgrund RÄG 2014,0,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
150,ÖBV V.a.G.,Unversteuerte Rücklagen; entfällt mit 01.01.2016 aufgrund RÄG 2014,0,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
151,HAGEL V.a.G.,Unversteuerte Rücklagen; entfällt mit 01.01.2016 aufgrund RÄG 2014,0,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
154,PORSCHE Versicherung AG,Unversteuerte Rücklagen; entfällt mit 01.01.2016 aufgrund RÄG 2014,0,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
159,TIROLER VERSICHERUNG V.a.G. ,Unversteuerte Rücklagen; entfällt mit 01.01.2016 aufgrund RÄG 2014,0,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
161,VAV Versicherungs-AG,Unversteuerte Rücklagen; entfällt mit 01.01.2016 aufgrund RÄG 2014,0,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
164,HDI Versicherung AG,Unversteuerte Rücklagen; entfällt mit 01.01.2016 aufgrund RÄG 2014,0,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
165,ERGO Versicherung AG,Unversteuerte Rücklagen; entfällt mit 01.01.2016 aufgrund RÄG 2014,0,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
167,VORARLBERGER V.a.G.,Unversteuerte Rücklagen; entfällt mit 01.01.2016 aufgrund RÄG 2014,0,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
169,OBERÖSTERREICHISCHE Vers. AG,Unversteuerte Rücklagen; entfällt mit 01.01.2016 aufgrund RÄG 2014,0,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
170,Allianz Leben Vers. AG,Unversteuerte Rücklagen; entfällt mit 01.01.2016 aufgrund RÄG 2014,0,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
171,Allianz Versicherung AG,Unversteuerte Rücklagen; entfällt mit 01.01.2016 aufgrund RÄG 2014,0,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
173,WIENER STÄDTISCHE Vers. AG,Unversteuerte Rücklagen; entfällt mit 01.01.2016 aufgrund RÄG 2014,0,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
174,VIG VIENNA INSURANCE GROUP AG,Unversteuerte Rücklagen; entfällt mit 01.01.2016 aufgrund RÄG 2014,0,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
176,WÜSTENROT Vers. AG,Unversteuerte Rücklagen; entfällt mit 01.01.2016 aufgrund RÄG 2014,0,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
177,APK Versicherung AG,Unversteuerte Rücklagen; entfällt mit 01.01.2016 aufgrund RÄG 2014,0,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
185,Nürnberger Versicherung AG,Unversteuerte Rücklagen; entfällt mit 01.01.2016 aufgrund RÄG 2014,0,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
195,FWU Life Insurance Austria AG,Unversteuerte Rücklagen; entfällt mit 01.01.2016 aufgrund RÄG 2014,0,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
138,"HELVETIA, ZNL AT",Unversteuerte Rücklagen; entfällt mit 01.01.2016 aufgrund RÄG 2014,0,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
101,MUKI V.a.G.,Nachrangige Verbindlichkeiten,0,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
113,SK Versicherung AG,Nachrangige Verbindlichkeiten,0,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
116,UNIQA Österreich Vers. AG,Nachrangige Verbindlichkeiten,4.1e+08,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
121,BAWAG P.S.K. Versicherung AG,Nachrangige Verbindlichkeiten,30907000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
123,Helvetia Versicherungen AG,Nachrangige Verbindlichkeiten,17770000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
124,D.A.S. Rechtsschutz AG,Nachrangige Verbindlichkeiten,0,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
126,DONAU Versicherung AG VIG,Nachrangige Verbindlichkeiten,72500000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
128,GENERALI Versicherung AG,Nachrangige Verbindlichkeiten,0,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
129,NIEDERÖSTERREICHISCHE Vers. AG,Nachrangige Verbindlichkeiten,0,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
131,EUROPÄISCHE Vers. AG,Nachrangige Verbindlichkeiten,0,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
132,Credendo - Single Risk Ins. AG,Nachrangige Verbindlichkeiten,0,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
135,GRAWE Versicherung AG,Nachrangige Verbindlichkeiten,0,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
140,HYPO Versicherung AG,Nachrangige Verbindlichkeiten,0,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
141,Kärntner Landes V.a.G.,Nachrangige Verbindlichkeiten,0,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
142,ZÜRICH Versicherungs-AG,Nachrangige Verbindlichkeiten,0,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
144,UNIQA Insurance Group AG,Nachrangige Verbindlichkeiten,8.5e+08,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
145,MERKUR Versicherung AG,Nachrangige Verbindlichkeiten,1.5e+07,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
148,Acredia Versicherung AG,Nachrangige Verbindlichkeiten,0,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
150,ÖBV V.a.G.,Nachrangige Verbindlichkeiten,1.5e+07,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
151,HAGEL V.a.G.,Nachrangige Verbindlichkeiten,0,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
154,PORSCHE Versicherung AG,Nachrangige Verbindlichkeiten,0,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
159,TIROLER VERSICHERUNG V.a.G. ,Nachrangige Verbindlichkeiten,0,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
161,VAV Versicherungs-AG,Nachrangige Verbindlichkeiten,0,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
164,HDI Versicherung AG,Nachrangige Verbindlichkeiten,0,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
165,ERGO Versicherung AG,Nachrangige Verbindlichkeiten,18447000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
167,VORARLBERGER V.a.G.,Nachrangige Verbindlichkeiten,0,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
169,OBERÖSTERREICHISCHE Vers. AG,Nachrangige Verbindlichkeiten,0,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
170,Allianz Leben Vers. AG,Nachrangige Verbindlichkeiten,0,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
171,Allianz Versicherung AG,Nachrangige Verbindlichkeiten,0,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
173,WIENER STÄDTISCHE Vers. AG,Nachrangige Verbindlichkeiten,740630000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
174,VIG VIENNA INSURANCE GROUP AG,Nachrangige Verbindlichkeiten,1.1e+09,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
176,WÜSTENROT Vers. AG,Nachrangige Verbindlichkeiten,1.1e+08,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
177,APK Versicherung AG,Nachrangige Verbindlichkeiten,0,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
185,Nürnberger Versicherung AG,Nachrangige Verbindlichkeiten,5e+06,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
195,FWU Life Insurance Austria AG,Nachrangige Verbindlichkeiten,0,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
138,"HELVETIA, ZNL AT",Nachrangige Verbindlichkeiten,0,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
101,MUKI V.a.G.,Versicherungstechnische Rückstellungen!Prämienüberträge!GR,12611000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
113,SK Versicherung AG,Versicherungstechnische Rückstellungen!Prämienüberträge!GR,0,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
116,UNIQA Österreich Vers. AG,Versicherungstechnische Rückstellungen!Prämienüberträge!GR,219630000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
121,BAWAG P.S.K. Versicherung AG,Versicherungstechnische Rückstellungen!Prämienüberträge!GR,4170000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
123,Helvetia Versicherungen AG,Versicherungstechnische Rückstellungen!Prämienüberträge!GR,37491000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
124,D.A.S. Rechtsschutz AG,Versicherungstechnische Rückstellungen!Prämienüberträge!GR,10632000,"Tabelle 8:  Gesamt, Passiva (Gesamt)",2018
