VU- Nr.,Versicherungsunternehmen,Kategorie,value,Tabelle,year
174,VIG VIENNA INSURANCE GROUP AG,Immaterielle Vermögensgegenstände,17438000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
176,WÜSTENROT Vers. AG,Immaterielle Vermögensgegenstände,0,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
138,"HELVETIA, ZNL AT",Immaterielle Vermögensgegenstände,0,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
101,MUKI V.a.G.,Grundstücke und Bauten,0,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
113,SK Versicherung AG,Grundstücke und Bauten,0,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
116,UNIQA Österreich Versicherungen AG,Grundstücke und Bauten,40212000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
123,Helvetia Versicherungen AG,Grundstücke und Bauten,67558000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
124,D.A.S. Rechtsschutz AG,Grundstücke und Bauten,4951000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
126,DONAU Versicherung AG VIG,Grundstücke und Bauten,43868000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
128,GENERALI Versicherung AG,Grundstücke und Bauten,142796000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
129,NIEDERÖSTERREICHISCHE Vers. AG,Grundstücke und Bauten,150960000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
131,EUROPÄISCHE Vers. AG,Grundstücke und Bauten,0,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
132,Credendo - Single Risk Ins. AG,Grundstücke und Bauten,0,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
135,GRAWE Versicherung AG,Grundstücke und Bauten,384775000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
141,Kärntner Landes V.a.G.,Grundstücke und Bauten,5819000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
142,ZÜRICH Versicherungs-AG,Grundstücke und Bauten,88628000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
144,UNIQA Insurance Group AG,Grundstücke und Bauten,140352000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
145,MERKUR Versicherung AG,Grundstücke und Bauten,0,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
148,Acredia Versicherung AG,Grundstücke und Bauten,0,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
150,ÖBV V.a.G.,Grundstücke und Bauten,3777000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
151,HAGEL V.a.G.,Grundstücke und Bauten,42130000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
154,PORSCHE Versicherung AG,Grundstücke und Bauten,0,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
159,TIROLER VERSICHERUNG V.a.G. ,Grundstücke und Bauten,36421000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
161,VAV Versicherungs-AG,Grundstücke und Bauten,8281000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
164,HDI Versicherung AG,Grundstücke und Bauten,16363000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
165,ERGO Versicherung AG,Grundstücke und Bauten,0,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
167,VORARLBERGER V.a.G.,Grundstücke und Bauten,28374000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
169,OBERÖSTERREICHISCHE Vers. AG,Grundstücke und Bauten,85600000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
171,Allianz Versicherung AG,Grundstücke und Bauten,0,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
173,WIENER STÄDTISCHE Vers. AG,Grundstücke und Bauten,103871000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
174,VIG VIENNA INSURANCE GROUP AG,Grundstücke und Bauten,117122000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
176,WÜSTENROT Vers. AG,Grundstücke und Bauten,78435000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
138,"HELVETIA, ZNL AT",Grundstücke und Bauten,79000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
101,MUKI V.a.G.,Anteile an verbundenen Unternehmen,0,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
113,SK Versicherung AG,Anteile an verbundenen Unternehmen,0,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
116,UNIQA Österreich Versicherungen AG,Anteile an verbundenen Unternehmen,30170000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
123,Helvetia Versicherungen AG,Anteile an verbundenen Unternehmen,555000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
124,D.A.S. Rechtsschutz AG,Anteile an verbundenen Unternehmen,0,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
126,DONAU Versicherung AG VIG,Anteile an verbundenen Unternehmen,113210000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
128,GENERALI Versicherung AG,Anteile an verbundenen Unternehmen,652202000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
129,NIEDERÖSTERREICHISCHE Vers. AG,Anteile an verbundenen Unternehmen,1150000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
131,EUROPÄISCHE Vers. AG,Anteile an verbundenen Unternehmen,1445000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
132,Credendo - Single Risk Ins. AG,Anteile an verbundenen Unternehmen,0,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
135,GRAWE Versicherung AG,Anteile an verbundenen Unternehmen,464505000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
141,Kärntner Landes V.a.G.,Anteile an verbundenen Unternehmen,3778000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
142,ZÜRICH Versicherungs-AG,Anteile an verbundenen Unternehmen,247000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
144,UNIQA Insurance Group AG,Anteile an verbundenen Unternehmen,2542608000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
145,MERKUR Versicherung AG,Anteile an verbundenen Unternehmen,0,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
148,Acredia Versicherung AG,Anteile an verbundenen Unternehmen,639000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
150,ÖBV V.a.G.,Anteile an verbundenen Unternehmen,0,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
151,HAGEL V.a.G.,Anteile an verbundenen Unternehmen,0,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
154,PORSCHE Versicherung AG,Anteile an verbundenen Unternehmen,0,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
159,TIROLER VERSICHERUNG V.a.G. ,Anteile an verbundenen Unternehmen,13137000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
161,VAV Versicherungs-AG,Anteile an verbundenen Unternehmen,0,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
164,HDI Versicherung AG,Anteile an verbundenen Unternehmen,0,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
165,ERGO Versicherung AG,Anteile an verbundenen Unternehmen,432000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
167,VORARLBERGER V.a.G.,Anteile an verbundenen Unternehmen,51000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
169,OBERÖSTERREICHISCHE Vers. AG,Anteile an verbundenen Unternehmen,5168000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
171,Allianz Versicherung AG,Anteile an verbundenen Unternehmen,447550000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
173,WIENER STÄDTISCHE Vers. AG,Anteile an verbundenen Unternehmen,187129000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
174,VIG VIENNA INSURANCE GROUP AG,Anteile an verbundenen Unternehmen,4318955000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
176,WÜSTENROT Vers. AG,Anteile an verbundenen Unternehmen,28426000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
138,"HELVETIA, ZNL AT",Anteile an verbundenen Unternehmen,0,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
101,MUKI V.a.G.,Schuldverschreibungen von verbund. Untern. und Darlehen an verb. Untern.,0,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
113,SK Versicherung AG,Schuldverschreibungen von verbund. Untern. und Darlehen an verb. Untern.,0,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
116,UNIQA Österreich Versicherungen AG,Schuldverschreibungen von verbund. Untern. und Darlehen an verb. Untern.,17082000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
123,Helvetia Versicherungen AG,Schuldverschreibungen von verbund. Untern. und Darlehen an verb. Untern.,8898000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
124,D.A.S. Rechtsschutz AG,Schuldverschreibungen von verbund. Untern. und Darlehen an verb. Untern.,0,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
126,DONAU Versicherung AG VIG,Schuldverschreibungen von verbund. Untern. und Darlehen an verb. Untern.,13465000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
128,GENERALI Versicherung AG,Schuldverschreibungen von verbund. Untern. und Darlehen an verb. Untern.,826167000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
129,NIEDERÖSTERREICHISCHE Vers. AG,Schuldverschreibungen von verbund. Untern. und Darlehen an verb. Untern.,3551000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
131,EUROPÄISCHE Vers. AG,Schuldverschreibungen von verbund. Untern. und Darlehen an verb. Untern.,0,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
132,Credendo - Single Risk Ins. AG,Schuldverschreibungen von verbund. Untern. und Darlehen an verb. Untern.,0,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
135,GRAWE Versicherung AG,Schuldverschreibungen von verbund. Untern. und Darlehen an verb. Untern.,10727000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
141,Kärntner Landes V.a.G.,Schuldverschreibungen von verbund. Untern. und Darlehen an verb. Untern.,0,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
142,ZÜRICH Versicherungs-AG,Schuldverschreibungen von verbund. Untern. und Darlehen an verb. Untern.,0,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
144,UNIQA Insurance Group AG,Schuldverschreibungen von verbund. Untern. und Darlehen an verb. Untern.,636020000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
145,MERKUR Versicherung AG,Schuldverschreibungen von verbund. Untern. und Darlehen an verb. Untern.,0,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
148,Acredia Versicherung AG,Schuldverschreibungen von verbund. Untern. und Darlehen an verb. Untern.,0,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
150,ÖBV V.a.G.,Schuldverschreibungen von verbund. Untern. und Darlehen an verb. Untern.,0,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
151,HAGEL V.a.G.,Schuldverschreibungen von verbund. Untern. und Darlehen an verb. Untern.,0,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
154,PORSCHE Versicherung AG,Schuldverschreibungen von verbund. Untern. und Darlehen an verb. Untern.,0,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
159,TIROLER VERSICHERUNG V.a.G. ,Schuldverschreibungen von verbund. Untern. und Darlehen an verb. Untern.,0,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
161,VAV Versicherungs-AG,Schuldverschreibungen von verbund. Untern. und Darlehen an verb. Untern.,0,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
164,HDI Versicherung AG,Schuldverschreibungen von verbund. Untern. und Darlehen an verb. Untern.,3094000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
165,ERGO Versicherung AG,Schuldverschreibungen von verbund. Untern. und Darlehen an verb. Untern.,0,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
167,VORARLBERGER V.a.G.,Schuldverschreibungen von verbund. Untern. und Darlehen an verb. Untern.,0,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
169,OBERÖSTERREICHISCHE Vers. AG,Schuldverschreibungen von verbund. Untern. und Darlehen an verb. Untern.,0,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
171,Allianz Versicherung AG,Schuldverschreibungen von verbund. Untern. und Darlehen an verb. Untern.,33831000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
173,WIENER STÄDTISCHE Vers. AG,Schuldverschreibungen von verbund. Untern. und Darlehen an verb. Untern.,379139000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
174,VIG VIENNA INSURANCE GROUP AG,Schuldverschreibungen von verbund. Untern. und Darlehen an verb. Untern.,451856000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
176,WÜSTENROT Vers. AG,Schuldverschreibungen von verbund. Untern. und Darlehen an verb. Untern.,23888000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
138,"HELVETIA, ZNL AT",Schuldverschreibungen von verbund. Untern. und Darlehen an verb. Untern.,0,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
101,MUKI V.a.G.,Beteiligungen,0,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
113,SK Versicherung AG,Beteiligungen,0,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
116,UNIQA Österreich Versicherungen AG,Beteiligungen,4219000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
123,Helvetia Versicherungen AG,Beteiligungen,296000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
124,D.A.S. Rechtsschutz AG,Beteiligungen,0,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
126,DONAU Versicherung AG VIG,Beteiligungen,6841000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
128,GENERALI Versicherung AG,Beteiligungen,94814000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
129,NIEDERÖSTERREICHISCHE Vers. AG,Beteiligungen,2265000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
131,EUROPÄISCHE Vers. AG,Beteiligungen,1474000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
132,Credendo - Single Risk Ins. AG,Beteiligungen,0,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
135,GRAWE Versicherung AG,Beteiligungen,3270000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
141,Kärntner Landes V.a.G.,Beteiligungen,35000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
142,ZÜRICH Versicherungs-AG,Beteiligungen,47000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
144,UNIQA Insurance Group AG,Beteiligungen,31793000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
145,MERKUR Versicherung AG,Beteiligungen,0,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
148,Acredia Versicherung AG,Beteiligungen,0,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
150,ÖBV V.a.G.,Beteiligungen,0,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
151,HAGEL V.a.G.,Beteiligungen,0,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
154,PORSCHE Versicherung AG,Beteiligungen,0,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
159,TIROLER VERSICHERUNG V.a.G. ,Beteiligungen,2071000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
161,VAV Versicherungs-AG,Beteiligungen,12935000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
164,HDI Versicherung AG,Beteiligungen,35000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
165,ERGO Versicherung AG,Beteiligungen,35000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
167,VORARLBERGER V.a.G.,Beteiligungen,1299000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
169,OBERÖSTERREICHISCHE Vers. AG,Beteiligungen,36477000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
171,Allianz Versicherung AG,Beteiligungen,14088000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
173,WIENER STÄDTISCHE Vers. AG,Beteiligungen,77539000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
174,VIG VIENNA INSURANCE GROUP AG,Beteiligungen,24216000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
176,WÜSTENROT Vers. AG,Beteiligungen,2043000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
138,"HELVETIA, ZNL AT",Beteiligungen,0,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
101,MUKI V.a.G.,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",0,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
113,SK Versicherung AG,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",0,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
116,UNIQA Österreich Versicherungen AG,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",0,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
123,Helvetia Versicherungen AG,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",0,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
124,D.A.S. Rechtsschutz AG,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",0,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
126,DONAU Versicherung AG VIG,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",0,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
128,GENERALI Versicherung AG,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",10750000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
129,NIEDERÖSTERREICHISCHE Vers. AG,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",0,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
131,EUROPÄISCHE Vers. AG,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",0,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
132,Credendo - Single Risk Ins. AG,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",0,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
135,GRAWE Versicherung AG,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",0,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
141,Kärntner Landes V.a.G.,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",0,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
142,ZÜRICH Versicherungs-AG,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",0,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
144,UNIQA Insurance Group AG,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",0,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
145,MERKUR Versicherung AG,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",0,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
148,Acredia Versicherung AG,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",0,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
150,ÖBV V.a.G.,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",0,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
151,HAGEL V.a.G.,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",0,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
154,PORSCHE Versicherung AG,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",0,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
159,TIROLER VERSICHERUNG V.a.G. ,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",0,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
161,VAV Versicherungs-AG,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",0,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
164,HDI Versicherung AG,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",0,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
165,ERGO Versicherung AG,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",0,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
167,VORARLBERGER V.a.G.,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",0,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
169,OBERÖSTERREICHISCHE Vers. AG,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",20152000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
171,Allianz Versicherung AG,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",0,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
173,WIENER STÄDTISCHE Vers. AG,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",3147000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
174,VIG VIENNA INSURANCE GROUP AG,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",0,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
176,WÜSTENROT Vers. AG,"Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",0,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
138,"HELVETIA, ZNL AT","Schuldverschr. von und Darlehen an Untern., mit denen Beteil.verh. besteht",0,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
101,MUKI V.a.G.,Aktien und andere nicht festverzinsliche Wertpapiere,16457000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
113,SK Versicherung AG,Aktien und andere nicht festverzinsliche Wertpapiere,0,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
116,UNIQA Österreich Versicherungen AG,Aktien und andere nicht festverzinsliche Wertpapiere,1085431000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
123,Helvetia Versicherungen AG,Aktien und andere nicht festverzinsliche Wertpapiere,10007000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
124,D.A.S. Rechtsschutz AG,Aktien und andere nicht festverzinsliche Wertpapiere,0,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
126,DONAU Versicherung AG VIG,Aktien und andere nicht festverzinsliche Wertpapiere,358101000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
128,GENERALI Versicherung AG,Aktien und andere nicht festverzinsliche Wertpapiere,787550000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
129,NIEDERÖSTERREICHISCHE Vers. AG,Aktien und andere nicht festverzinsliche Wertpapiere,487362000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
131,EUROPÄISCHE Vers. AG,Aktien und andere nicht festverzinsliche Wertpapiere,2069000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
132,Credendo - Single Risk Ins. AG,Aktien und andere nicht festverzinsliche Wertpapiere,36369000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
135,GRAWE Versicherung AG,Aktien und andere nicht festverzinsliche Wertpapiere,265001000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
141,Kärntner Landes V.a.G.,Aktien und andere nicht festverzinsliche Wertpapiere,51638000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
142,ZÜRICH Versicherungs-AG,Aktien und andere nicht festverzinsliche Wertpapiere,166380000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
144,UNIQA Insurance Group AG,Aktien und andere nicht festverzinsliche Wertpapiere,131814000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
145,MERKUR Versicherung AG,Aktien und andere nicht festverzinsliche Wertpapiere,28034000,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
148,Acredia Versicherung AG,Aktien und andere nicht festverzinsliche Wertpapiere,0,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
150,ÖBV V.a.G.,Aktien und andere nicht festverzinsliche Wertpapiere,0,"Tabelle 5:  Bilanz, Aktiva (Schaden-Unfallversicherung)",2019
