VU- Nr.,Versicherungsunternehmen,Kategorie,value,Tabelle,year
101,MUKI V.a.G.,Ergebnis der gewöhnlichen Geschäftstätigkeit,3269000,Tabelle 13:  Nichtversicherungstechnische Rechnung (Krankenversicherung),2016
116,UNIQA Österreich Vers. AG,Ergebnis der gewöhnlichen Geschäftstätigkeit,78409000,Tabelle 13:  Nichtversicherungstechnische Rechnung (Krankenversicherung),2016
126,DONAU Versicherung AG VIG,Ergebnis der gewöhnlichen Geschäftstätigkeit,389000,Tabelle 13:  Nichtversicherungstechnische Rechnung (Krankenversicherung),2016
128,GENERALI Versicherung AG,Ergebnis der gewöhnlichen Geschäftstätigkeit,8697000,Tabelle 13:  Nichtversicherungstechnische Rechnung (Krankenversicherung),2016
131,EUROPÄISCHE Vers. AG,Ergebnis der gewöhnlichen Geschäftstätigkeit,0,Tabelle 13:  Nichtversicherungstechnische Rechnung (Krankenversicherung),2016
145,MERKUR Versicherung AG,Ergebnis der gewöhnlichen Geschäftstätigkeit,7220000,Tabelle 13:  Nichtversicherungstechnische Rechnung (Krankenversicherung),2016
171,Allianz Versicherung AG,Ergebnis der gewöhnlichen Geschäftstätigkeit,2618000,Tabelle 13:  Nichtversicherungstechnische Rechnung (Krankenversicherung),2016
173,WIENER STÄDTISCHE Vers. AG,Ergebnis der gewöhnlichen Geschäftstätigkeit,48047000,Tabelle 13:  Nichtversicherungstechnische Rechnung (Krankenversicherung),2016
176,WÜSTENROT Vers. AG,Ergebnis der gewöhnlichen Geschäftstätigkeit,752000,Tabelle 13:  Nichtversicherungstechnische Rechnung (Krankenversicherung),2016
101,MUKI V.a.G.,Versicherungstechnisches Ergebnis,-1511000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
104,RVV Rückversicherungsverein ,Versicherungstechnisches Ergebnis,-1e+05,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
113,SK Versicherung AG,Versicherungstechnisches Ergebnis,574000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
116,UNIQA Österreich Vers. AG,Versicherungstechnisches Ergebnis,42120000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
123,Helvetia Versicherungen AG,Versicherungstechnisches Ergebnis,3885000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
124,D.A.S. Rechtsschutz AG,Versicherungstechnisches Ergebnis,2412000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
126,DONAU Versicherung AG VIG,Versicherungstechnisches Ergebnis,-14759000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
127,SPARKASSEN Vers. AG VIG,Versicherungstechnisches Ergebnis,6714000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
128,GENERALI Versicherung AG,Versicherungstechnisches Ergebnis,27887000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
129,NIEDERÖSTERREICHISCHE Vers. AG,Versicherungstechnisches Ergebnis,19680000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
131,EUROPÄISCHE Vers. AG,Versicherungstechnisches Ergebnis,2578000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
132,GARANT Versicherung AG,Versicherungstechnisches Ergebnis,-5677000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
135,GRAWE Versicherung AG,Versicherungstechnisches Ergebnis,15126000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
141,Kärntner Landes V.a.G.,Versicherungstechnisches Ergebnis,-3408000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
142,ZÜRICH Versicherungs-AG,Versicherungstechnisches Ergebnis,582000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
144,UNIQA Insurance Group AG,Versicherungstechnisches Ergebnis,-48941000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
145,MERKUR Versicherung AG,Versicherungstechnisches Ergebnis,3971000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
148,Acredia Versicherung AG,Versicherungstechnisches Ergebnis,10875000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
150,ÖBV V.a.G.,Versicherungstechnisches Ergebnis,147000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
151,HAGEL V.a.G.,Versicherungstechnisches Ergebnis,-9577000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
154,PORSCHE Versicherung AG,Versicherungstechnisches Ergebnis,8598000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
159,TIROLER VERSICHERUNG V.a.G. ,Versicherungstechnisches Ergebnis,-3062000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
161,VAV Versicherungs-AG,Versicherungstechnisches Ergebnis,-1993000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
164,HDI Versicherung AG,Versicherungstechnisches Ergebnis,5578000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
165,ERGO Versicherung AG,Versicherungstechnisches Ergebnis,-8349000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
167,VORARLBERGER V.a.G.,Versicherungstechnisches Ergebnis,-2333000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
169,OBERÖSTERREICHISCHE Vers. AG,Versicherungstechnisches Ergebnis,17585000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
171,Allianz Versicherung AG,Versicherungstechnisches Ergebnis,47764000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
173,WIENER STÄDTISCHE Vers. AG,Versicherungstechnisches Ergebnis,64387000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
174,VIG VIENNA INSURANCE GROUP AG,Versicherungstechnisches Ergebnis,19381000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
176,WÜSTENROT Vers. AG,Versicherungstechnisches Ergebnis,-8497000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
190,Generali Holding Vienna AG,Versicherungstechnisches Ergebnis,24939000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
138,"HELVETIA, ZNL AT",Versicherungstechnisches Ergebnis,-13000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
101,MUKI V.a.G.,Erträge aus Kapitalanlagen und Zinserträge,1285000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
104,RVV Rückversicherungsverein ,Erträge aus Kapitalanlagen und Zinserträge,123000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
113,SK Versicherung AG,Erträge aus Kapitalanlagen und Zinserträge,1142000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
116,UNIQA Österreich Vers. AG,Erträge aus Kapitalanlagen und Zinserträge,71927000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
123,Helvetia Versicherungen AG,Erträge aus Kapitalanlagen und Zinserträge,12684000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
124,D.A.S. Rechtsschutz AG,Erträge aus Kapitalanlagen und Zinserträge,5881000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
126,DONAU Versicherung AG VIG,Erträge aus Kapitalanlagen und Zinserträge,33501000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
127,SPARKASSEN Vers. AG VIG,Erträge aus Kapitalanlagen und Zinserträge,610000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
128,GENERALI Versicherung AG,Erträge aus Kapitalanlagen und Zinserträge,143415000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
129,NIEDERÖSTERREICHISCHE Vers. AG,Erträge aus Kapitalanlagen und Zinserträge,31824000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
131,EUROPÄISCHE Vers. AG,Erträge aus Kapitalanlagen und Zinserträge,2831000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
132,GARANT Versicherung AG,Erträge aus Kapitalanlagen und Zinserträge,1634000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
135,GRAWE Versicherung AG,Erträge aus Kapitalanlagen und Zinserträge,52598000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
141,Kärntner Landes V.a.G.,Erträge aus Kapitalanlagen und Zinserträge,4455000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
142,ZÜRICH Versicherungs-AG,Erträge aus Kapitalanlagen und Zinserträge,26462000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
144,UNIQA Insurance Group AG,Erträge aus Kapitalanlagen und Zinserträge,319366000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
145,MERKUR Versicherung AG,Erträge aus Kapitalanlagen und Zinserträge,2566000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
148,Acredia Versicherung AG,Erträge aus Kapitalanlagen und Zinserträge,3468000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
150,ÖBV V.a.G.,Erträge aus Kapitalanlagen und Zinserträge,1429000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
151,HAGEL V.a.G.,Erträge aus Kapitalanlagen und Zinserträge,5496000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
154,PORSCHE Versicherung AG,Erträge aus Kapitalanlagen und Zinserträge,1509000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
159,TIROLER VERSICHERUNG V.a.G. ,Erträge aus Kapitalanlagen und Zinserträge,10570000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
161,VAV Versicherungs-AG,Erträge aus Kapitalanlagen und Zinserträge,5949000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
164,HDI Versicherung AG,Erträge aus Kapitalanlagen und Zinserträge,6350000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
165,ERGO Versicherung AG,Erträge aus Kapitalanlagen und Zinserträge,1978000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
167,VORARLBERGER V.a.G.,Erträge aus Kapitalanlagen und Zinserträge,8072000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
169,OBERÖSTERREICHISCHE Vers. AG,Erträge aus Kapitalanlagen und Zinserträge,11007000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
171,Allianz Versicherung AG,Erträge aus Kapitalanlagen und Zinserträge,63850000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
173,WIENER STÄDTISCHE Vers. AG,Erträge aus Kapitalanlagen und Zinserträge,67052000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
174,VIG VIENNA INSURANCE GROUP AG,Erträge aus Kapitalanlagen und Zinserträge,368471000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
176,WÜSTENROT Vers. AG,Erträge aus Kapitalanlagen und Zinserträge,19038000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
190,Generali Holding Vienna AG,Erträge aus Kapitalanlagen und Zinserträge,132724000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
138,"HELVETIA, ZNL AT",Erträge aus Kapitalanlagen und Zinserträge,479000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
101,MUKI V.a.G.,Aufwendungen für Kapitalanlagen und Zinsenaufwendungen,524000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
104,RVV Rückversicherungsverein ,Aufwendungen für Kapitalanlagen und Zinsenaufwendungen,19000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
113,SK Versicherung AG,Aufwendungen für Kapitalanlagen und Zinsenaufwendungen,304000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
116,UNIQA Österreich Vers. AG,Aufwendungen für Kapitalanlagen und Zinsenaufwendungen,50960000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
123,Helvetia Versicherungen AG,Aufwendungen für Kapitalanlagen und Zinsenaufwendungen,3263000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
124,D.A.S. Rechtsschutz AG,Aufwendungen für Kapitalanlagen und Zinsenaufwendungen,2644000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
126,DONAU Versicherung AG VIG,Aufwendungen für Kapitalanlagen und Zinsenaufwendungen,20354000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
127,SPARKASSEN Vers. AG VIG,Aufwendungen für Kapitalanlagen und Zinsenaufwendungen,292000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
128,GENERALI Versicherung AG,Aufwendungen für Kapitalanlagen und Zinsenaufwendungen,28294000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
129,NIEDERÖSTERREICHISCHE Vers. AG,Aufwendungen für Kapitalanlagen und Zinsenaufwendungen,6946000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
131,EUROPÄISCHE Vers. AG,Aufwendungen für Kapitalanlagen und Zinsenaufwendungen,355000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
132,GARANT Versicherung AG,Aufwendungen für Kapitalanlagen und Zinsenaufwendungen,513000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
135,GRAWE Versicherung AG,Aufwendungen für Kapitalanlagen und Zinsenaufwendungen,15213000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
141,Kärntner Landes V.a.G.,Aufwendungen für Kapitalanlagen und Zinsenaufwendungen,784000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
142,ZÜRICH Versicherungs-AG,Aufwendungen für Kapitalanlagen und Zinsenaufwendungen,6252000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
144,UNIQA Insurance Group AG,Aufwendungen für Kapitalanlagen und Zinsenaufwendungen,139026000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
145,MERKUR Versicherung AG,Aufwendungen für Kapitalanlagen und Zinsenaufwendungen,255000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
148,Acredia Versicherung AG,Aufwendungen für Kapitalanlagen und Zinsenaufwendungen,519000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
150,ÖBV V.a.G.,Aufwendungen für Kapitalanlagen und Zinsenaufwendungen,330000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
151,HAGEL V.a.G.,Aufwendungen für Kapitalanlagen und Zinsenaufwendungen,1911000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
154,PORSCHE Versicherung AG,Aufwendungen für Kapitalanlagen und Zinsenaufwendungen,221000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
159,TIROLER VERSICHERUNG V.a.G. ,Aufwendungen für Kapitalanlagen und Zinsenaufwendungen,2485000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
161,VAV Versicherungs-AG,Aufwendungen für Kapitalanlagen und Zinsenaufwendungen,1716000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
164,HDI Versicherung AG,Aufwendungen für Kapitalanlagen und Zinsenaufwendungen,802000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
165,ERGO Versicherung AG,Aufwendungen für Kapitalanlagen und Zinsenaufwendungen,554000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
167,VORARLBERGER V.a.G.,Aufwendungen für Kapitalanlagen und Zinsenaufwendungen,3397000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
169,OBERÖSTERREICHISCHE Vers. AG,Aufwendungen für Kapitalanlagen und Zinsenaufwendungen,8289000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
171,Allianz Versicherung AG,Aufwendungen für Kapitalanlagen und Zinsenaufwendungen,6377000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
173,WIENER STÄDTISCHE Vers. AG,Aufwendungen für Kapitalanlagen und Zinsenaufwendungen,48805000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
174,VIG VIENNA INSURANCE GROUP AG,Aufwendungen für Kapitalanlagen und Zinsenaufwendungen,323288000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
176,WÜSTENROT Vers. AG,Aufwendungen für Kapitalanlagen und Zinsenaufwendungen,1416000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
190,Generali Holding Vienna AG,Aufwendungen für Kapitalanlagen und Zinsenaufwendungen,10413000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
138,"HELVETIA, ZNL AT",Aufwendungen für Kapitalanlagen und Zinsenaufwendungen,17000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
101,MUKI V.a.G.,In die vers. techn. Rechnung übertragene Kapitalerträge,0,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
104,RVV Rückversicherungsverein ,In die vers. techn. Rechnung übertragene Kapitalerträge,0,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
113,SK Versicherung AG,In die vers. techn. Rechnung übertragene Kapitalerträge,0,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
116,UNIQA Österreich Vers. AG,In die vers. techn. Rechnung übertragene Kapitalerträge,9000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
123,Helvetia Versicherungen AG,In die vers. techn. Rechnung übertragene Kapitalerträge,0,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
124,D.A.S. Rechtsschutz AG,In die vers. techn. Rechnung übertragene Kapitalerträge,91000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
126,DONAU Versicherung AG VIG,In die vers. techn. Rechnung übertragene Kapitalerträge,1000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
127,SPARKASSEN Vers. AG VIG,In die vers. techn. Rechnung übertragene Kapitalerträge,0,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
128,GENERALI Versicherung AG,In die vers. techn. Rechnung übertragene Kapitalerträge,55000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
129,NIEDERÖSTERREICHISCHE Vers. AG,In die vers. techn. Rechnung übertragene Kapitalerträge,0,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
131,EUROPÄISCHE Vers. AG,In die vers. techn. Rechnung übertragene Kapitalerträge,0,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
132,GARANT Versicherung AG,In die vers. techn. Rechnung übertragene Kapitalerträge,0,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
135,GRAWE Versicherung AG,In die vers. techn. Rechnung übertragene Kapitalerträge,143000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
141,Kärntner Landes V.a.G.,In die vers. techn. Rechnung übertragene Kapitalerträge,0,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
142,ZÜRICH Versicherungs-AG,In die vers. techn. Rechnung übertragene Kapitalerträge,0,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
144,UNIQA Insurance Group AG,In die vers. techn. Rechnung übertragene Kapitalerträge,9907000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
145,MERKUR Versicherung AG,In die vers. techn. Rechnung übertragene Kapitalerträge,0,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
148,Acredia Versicherung AG,In die vers. techn. Rechnung übertragene Kapitalerträge,0,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
150,ÖBV V.a.G.,In die vers. techn. Rechnung übertragene Kapitalerträge,0,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
151,HAGEL V.a.G.,In die vers. techn. Rechnung übertragene Kapitalerträge,0,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
154,PORSCHE Versicherung AG,In die vers. techn. Rechnung übertragene Kapitalerträge,0,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
159,TIROLER VERSICHERUNG V.a.G. ,In die vers. techn. Rechnung übertragene Kapitalerträge,0,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
161,VAV Versicherungs-AG,In die vers. techn. Rechnung übertragene Kapitalerträge,0,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
164,HDI Versicherung AG,In die vers. techn. Rechnung übertragene Kapitalerträge,0,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
165,ERGO Versicherung AG,In die vers. techn. Rechnung übertragene Kapitalerträge,0,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
167,VORARLBERGER V.a.G.,In die vers. techn. Rechnung übertragene Kapitalerträge,0,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
169,OBERÖSTERREICHISCHE Vers. AG,In die vers. techn. Rechnung übertragene Kapitalerträge,6000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
171,Allianz Versicherung AG,In die vers. techn. Rechnung übertragene Kapitalerträge,0,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
173,WIENER STÄDTISCHE Vers. AG,In die vers. techn. Rechnung übertragene Kapitalerträge,11000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
174,VIG VIENNA INSURANCE GROUP AG,In die vers. techn. Rechnung übertragene Kapitalerträge,8074000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
176,WÜSTENROT Vers. AG,In die vers. techn. Rechnung übertragene Kapitalerträge,0,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
190,Generali Holding Vienna AG,In die vers. techn. Rechnung übertragene Kapitalerträge,415000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
138,"HELVETIA, ZNL AT",In die vers. techn. Rechnung übertragene Kapitalerträge,0,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
101,MUKI V.a.G.,Sonstige nichtversicherungtechnische Erträge,0,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
104,RVV Rückversicherungsverein ,Sonstige nichtversicherungtechnische Erträge,11000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
113,SK Versicherung AG,Sonstige nichtversicherungtechnische Erträge,0,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
116,UNIQA Österreich Vers. AG,Sonstige nichtversicherungtechnische Erträge,5464000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
123,Helvetia Versicherungen AG,Sonstige nichtversicherungtechnische Erträge,1000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
124,D.A.S. Rechtsschutz AG,Sonstige nichtversicherungtechnische Erträge,20000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
126,DONAU Versicherung AG VIG,Sonstige nichtversicherungtechnische Erträge,134000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
127,SPARKASSEN Vers. AG VIG,Sonstige nichtversicherungtechnische Erträge,14000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
128,GENERALI Versicherung AG,Sonstige nichtversicherungtechnische Erträge,12023000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
129,NIEDERÖSTERREICHISCHE Vers. AG,Sonstige nichtversicherungtechnische Erträge,0,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
131,EUROPÄISCHE Vers. AG,Sonstige nichtversicherungtechnische Erträge,2000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
132,GARANT Versicherung AG,Sonstige nichtversicherungtechnische Erträge,1440000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
135,GRAWE Versicherung AG,Sonstige nichtversicherungtechnische Erträge,1425000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
141,Kärntner Landes V.a.G.,Sonstige nichtversicherungtechnische Erträge,51000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
142,ZÜRICH Versicherungs-AG,Sonstige nichtversicherungtechnische Erträge,2182000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
144,UNIQA Insurance Group AG,Sonstige nichtversicherungtechnische Erträge,738000,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
145,MERKUR Versicherung AG,Sonstige nichtversicherungtechnische Erträge,0,Tabelle 14:  Nichtversicherungstechnische Rechnung (Schaden-Unfallversicherung),2016
